MPAUSEdistance,BowShockDistance,DynamicPressure
9.562429772949033,12.192097960510017,1.8734973750735887e-09
9.448348506033954,12.046644345193291,2.0133867997433205e-09
9.59851290744658,12.23810395699439,1.8316349492542908e-09
9.388819011997835,11.97074424029724,2.0912061022615902e-09
9.538468394062251,12.161547202429372,1.9019135437295954e-09
9.691921363168861,12.357199738040297,1.7282372058268753e-09
9.595376401017987,12.234104911297933,1.8352302005388678e-09
9.702470039008197,12.370649299735451,1.7169940063685247e-09
9.617101756669028,12.26180473975301,1.8104951824930822e-09
9.539472414732336,12.162827328783727,1.900712811834107e-09
9.310531710693622,11.870927931134368,2.1989519494624082e-09
9.646085612418194,12.298759155833197,1.778099125484977e-09
9.54488291467419,12.169725716209593,1.894257471774417e-09
9.626566004685506,12.27387165597402,1.7998415919225364e-09
9.57066575956905,12.202598843450538,1.8638447916262157e-09
9.535079425783179,12.157226267873554,1.905973030358539e-09
9.610314269190722,12.25315069321817,1.8181809447198527e-09
9.365821906763621,11.941422931123617,2.122204686135405e-09
9.495546707578747,12.106822052162903,1.954082047850763e-09
9.532860976169601,12.154397744616242,1.9086358820833586e-09
9.549542310376548,12.1756664457301,1.888718775275842e-09
9.664055620315908,12.321670915902782,1.7583532002575487e-09
9.510658213325492,12.126089221990002,1.935526819124698e-09
9.627098565784818,12.274550671375643,1.7992442823229272e-09
9.553150943457073,12.180267452907769,1.8844421173097424e-09
9.654566660033874,12.30957249154319,1.7687478631519119e-09
9.5963271095204,12.235317064638512,1.8341395727245677e-09
9.610370891373599,12.253222886501337,1.8181166717430401e-09
9.572197575983365,12.204551909378791,1.8620559070726457e-09
9.601315687411875,12.241677501450141,1.8284291856732283e-09
9.520492186257002,12.138627537477678,1.9235622059519225e-09
9.558897439235542,12.187594235025315,1.8776551357947223e-09
9.485771098761559,12.094358150920987,1.9661959545908996e-09
9.661594419877904,12.318532885344329,1.7610424561865672e-09
9.608892790625763,12.251338308047849,1.8197953625242234e-09
9.651681290877754,12.305893645869137,1.7719228372000696e-09
9.579033371275065,12.213267548375708,1.8540973090161502e-09
9.664872414510658,12.322712328501089,1.7574617807640393e-09
9.511812625728055,12.12756109780327,1.9341178016769793e-09
9.539452480150096,12.162801912191373,1.9007366434621067e-09
9.558759424328846,12.187418266019279,1.877817805702755e-09
9.567160602343957,12.198129767988545,1.867945729886116e-09
9.650446899749321,12.304319797180383,1.773283154748344e-09
9.578425333675918,12.212492300436796,1.854803608703716e-09
9.642035381899193,12.293595111921471,1.7825852810531341e-09
9.777818584576412,12.466718695334926,1.6391201526006776e-09
9.595012273128074,12.233640648238294,1.8356481188604769e-09
9.781323490552236,12.471187450454101,1.6355992683031253e-09
9.596547347102703,12.235597867555947,1.8338870298411066e-09
9.59757689141516,12.23691053655433,1.832707005935247e-09
9.671503187151579,12.331166563618265,1.75024467682018e-09
9.719296582043857,12.392103142105917,1.6992357350932366e-09
9.708452507913822,12.378276947590123,1.7106555798578671e-09
9.577155433289635,12.210873177444284,1.856279744352937e-09
9.863273559962684,12.575673788952422,1.5557369613536062e-09
9.493158041807186,12.103776503304163,1.957034017710625e-09
9.70839605648349,12.37820497201645,1.7107152624403686e-09
9.89104585185399,12.611083461113838,1.5297108614809382e-09
9.913843056496802,12.640149897033423,1.5087261039706593e-09
9.921303909656816,12.64966248481244,1.5019314871732656e-09
9.955268480692537,12.692967312882985,1.4714475282677098e-09
9.902743113846359,12.625997470154108,1.5189013281676592e-09
9.8356300063084,12.54042825804321,1.5821568714991213e-09
9.90901733686473,12.633997104502532,1.5131399982936224e-09
9.738784919621654,12.416950772517609,1.6789354286396937e-09
9.833006073487658,12.537082743696764,1.5846917487342881e-09
9.865488580230389,12.578497939793746,1.5536423533472148e-09
9.738980912704415,12.417200663698129,1.6787327114283223e-09
9.651954302653197,12.306241735882825,1.771622138557604e-09
9.582144959661173,12.217234823567996,1.8504877793126933e-09
9.70543063164143,12.374424055342825,1.7138538398124572e-09
9.780360723152222,12.469959922019084,1.6365655450775632e-09
9.816642562140698,12.51621926672939,1.6006072254428126e-09
9.666561254181985,12.324865599082031,1.7556203140677416e-09
9.83354632744024,12.537771567486306,1.5841694437361028e-09
9.785474337825374,12.476479780727352,1.63144090438754e-09
9.804060735479327,12.500177437736141,1.612971459914405e-09
9.44952684639285,12.048146729150883,2.011880873267184e-09
9.50647994567223,12.120761930732094,1.9406366224200367e-09
9.582072339424407,12.217142232766118,1.850571927335421e-09
9.734987806171285,12.412109452868389,1.6828684554640657e-09
9.518433274886885,12.136002425480779,1.9260600454309784e-09
9.161067060360892,11.680360501960138,2.4231833015849423e-09
9.585336759235178,12.221304368024851,1.8467937172983338e-09
9.496927452459301,12.10858250188561,1.9523780599184304e-09
9.560227369324583,12.189289895888843,1.8760884690142847e-09
9.613079431816574,12.256676275566132,1.815045246931778e-09
9.491826491213116,12.102078776296723,1.9586818379020334e-09
9.745314005692721,12.42527535725822,1.672197685839249e-09
9.493188481534862,12.103815313956948,1.9569963668590917e-09
9.475566452970343,12.081347227537186,1.978935096699365e-09
9.47243908745252,12.077359836501962,1.9828584560993555e-09
9.437157610450386,12.032375953324243,2.0277545817974935e-09
9.38139555040775,11.961279326769883,2.101154343346804e-09
9.393527811727637,11.976747959952737,2.0849242843180866e-09
9.394819968207393,11.978395459464426,2.0832043223011873e-09
9.504041920351598,12.117653448448287,1.9436254706750937e-09
9.279134571165708,11.830896578236278,2.2439739047642163e-09
9.509620939126354,12.1247666973861,1.9367938851395836e-09
9.616256141082406,12.260726579880068,1.8114506392951689e-09
9.604643022698083,12.245919853940055,1.8246319407298761e-09
9.527480477563401,12.147537608893337,1.9151122568498313e-09
9.585932818129509,12.222064343115123,1.8461048161330738e-09
9.336257959785625,11.903728898726673,2.1628459358213287e-09
9.517551693658895,12.13487840941509,1.927130723067042e-09
9.634538453397754,12.284036528082137,1.7909239920107953e-09
9.572573603293183,12.205031344198808,1.8616170814370407e-09
9.463466589726895,12.065919901901792,1.994165147962112e-09
9.595757709004026,12.234591078980134,1.8347926831873523e-09
9.5026940149748,12.11593486909287,1.945280213475266e-09
9.280777813318124,11.83299171198061,2.241591069560116e-09
9.472994152640148,12.07806754461619,1.9821614508204608e-09
9.468815925100424,12.072740304503041,1.98741515724716e-09
9.559676750801652,12.188587857272106,1.876736916350902e-09
9.545944402500398,12.171079113188007,1.892993999703783e-09
9.422813763958937,12.014087549047645,2.0463456622314154e-09
9.655864254192565,12.311226924095521,1.7673221931722586e-09
9.44429594518586,12.041477330111972,2.0185760466090838e-09
9.492670680297643,12.103155117379494,1.957636949496812e-09
9.476582158950494,12.08264225266188,1.97766281667161e-09
9.377942651877115,11.956876881143321,2.105800407716512e-09
9.522706696783237,12.141451038398626,1.9208798133470816e-09
9.503739332345669,12.117267648740729,1.9439967968758618e-09
9.450799934853098,12.0497699169377,2.0102553347312077e-09
9.386386818350587,11.967643193396999,2.0944594398515676e-09
9.467798437529657,12.071443007850313,1.9886970055729195e-09
9.286496880179602,11.840283522228992,2.233320940611118e-09
9.097274496479866,11.599024983011828,2.526939513949866e-09
9.591479327009896,12.229136141937618,1.839708735944798e-09
9.38492417321165,11.965778320844853,2.0964187384313776e-09
9.536212419863014,12.158670835325344,1.9046147459019735e-09
9.516731154825642,12.133832222402694,1.928127888873579e-09
