MPAUSEdistance,BowShockDistance,DynamicPressure
9.503380911832137,12.116810662585975,1.944436746007637e-09
9.264154915482692,11.811797517240432,2.2658324315952506e-09
9.377718523952801,11.956591118039821,2.10610239814688e-09
9.327344566680184,11.892364322517235,2.17527674810649e-09
9.41552801934437,12.004798224664071,2.055864845917273e-09
9.438885458361915,12.03457895941144,2.025528440684631e-09
9.49755697581265,12.109385144161129,1.951601735687008e-09
9.428363205365605,12.021163086841145,2.0391295348757842e-09
9.487357557077365,12.096380885273641,1.9642240772641903e-09
9.452421251235949,12.051837095325835,2.0081873803701263e-09
9.460035324387288,12.061545038593792,1.9985089271336735e-09
9.40075619286222,11.985964145899331,2.0753239798327165e-09
9.53867724585901,12.161813488470237,1.9016637000825325e-09
9.432772953199148,12.026785515328914,2.033416552471627e-09
9.51003743442087,12.12529772888661,1.9362850056131742e-09
9.657464359612472,12.313267058505902,1.7655659988245277e-09
9.635099714045081,12.284752135407478,1.790298137281253e-09
9.4851109762798,12.093516494756745,1.9670171295901845e-09
9.465802518974408,12.068898211692371,1.9912143009822955e-09
9.496667319682448,12.108250832595122,1.95269895921278e-09
9.413803156620324,12.002599024690912,2.0581260209103402e-09
9.66043468593743,12.317054224570224,1.7623113144699307e-09
9.575424682108967,12.208666469688932,1.8582937816882633e-09
9.321338395233324,11.884706453922488,2.183700098101209e-09
9.58401906036898,12.21962430197045,1.848317725909763e-09
9.570232813169254,12.2020468367908,1.864350758101683e-09
9.679004669457644,12.340730953558497,1.74212151721973e-09
9.701447904938666,12.369346078796799,1.7180796961016362e-09
9.57576871419962,12.209105110604517,1.8578932361271396e-09
9.592273148364539,12.230148264164788,1.8387954396187165e-09
9.413657047844428,12.002412736001645,2.0583176926106356e-09
9.502601707103738,12.115817176557265,1.945393594446978e-09
9.492239457455007,12.102605308255134,1.958170610908428e-09
9.357681715242412,11.931044186934075,2.1333053618814533e-09
9.605615654237337,12.247159959152604,1.8235236856534976e-09
9.512170030483265,12.128016788866162,1.9336818141151196e-09
9.488846915961457,12.098279817850857,1.9623749883832046e-09
9.419535548742084,12.009907824646158,2.050622434153213e-09
9.672315496879369,12.332202258521196,1.7493629175521763e-09
9.525519563431512,12.145037443375179,1.917478933367467e-09
9.574928619360978,12.208033989685248,1.858871509060306e-09
9.616242079121058,12.260708650879348,1.8114665328064522e-09
9.514069570879736,12.130438702871663,1.9313665437967934e-09
9.597291794036412,12.236547037396425,1.833033684823196e-09
9.43911037092035,12.034865722923445,2.025238875484773e-09
9.593233638829565,12.231372889507696,1.83769109657517e-09
9.388964972772392,11.9709303402848,2.091011050602123e-09
9.607489386531517,12.249548967827685,1.8213908934627154e-09
9.526050355405253,12.145714203141697,1.916837970561475e-09
9.622965753043108,12.269281335129962,1.8038856340527487e-09
9.494555537433433,12.105558310227627,1.9553063284381543e-09
9.522654473244701,12.141384453386994,1.9209430204181373e-09
9.294154675526173,11.85004721129587,2.2223029668955302e-09
9.625425977491027,12.272418121301058,1.8011210008640948e-09
9.612157957121427,12.25550139532982,1.8160894989091927e-09
9.686657208360653,12.350487940659834,1.7338800672572375e-09
9.434244759621162,12.028662068516981,2.031513933691845e-09
9.46986877004801,12.074082681811213,1.9860897797417174e-09
9.444398879562543,12.041608571442243,2.018444047606264e-09
9.330850610043715,11.896834527805737,2.1703772243798905e-09
9.478232179503067,12.08474602886641,1.975598023756234e-09
9.59654151289795,12.235590428944887,1.8338937193064767e-09
9.434960919407473,12.029575172244527,2.0305888980449154e-09
9.539154954827294,12.1624225674048,1.9010923739543743e-09
9.32993742058622,11.89567021124743,2.17165212080062e-09
9.425570526665695,12.017602421498761,2.0427572325674263e-09
9.246000478501715,11.788650610089686,2.2926574539233642e-09
9.547711453712372,12.173332103483276,1.890892886761055e-09
9.374299344582436,11.952231664342605,2.1107156782378014e-09
9.50328308558667,12.116685934123005,1.94455684461354e-09
9.411309017820749,11.999418997721454,2.0614007964777067e-09
9.427749624268627,12.020380770942499,2.0399259337902775e-09
9.378846262564817,11.958028984770142,2.1045833931040136e-09
9.455911798718013,12.056287543365467,2.0037436791976805e-09
9.473826742809718,12.079129097082392,1.9811164883345808e-09
9.492236126760984,12.102601061620256,1.958174733481517e-09
9.52059464636257,12.138758174112276,1.9234380016822636e-09
9.513801822696747,12.130097323938353,1.931692694967834e-09
9.547025023311031,12.172456904721564,1.8917087637645607e-09
9.561016634799802,12.190296209369748,1.875159429963427e-09
9.593613486904788,12.231857195803606,1.8372545722134629e-09
9.511088394905553,12.12663770350458,1.9350016212873406e-09
9.395763852569642,11.979598912026294,2.0819489840975287e-09
9.501698128799982,12.114665114219976,1.9465038591882745e-09
9.502530693516123,12.115726634233056,1.94548082507888e-09
9.671291923439721,12.330897202385644,1.7504740877719426e-09
9.51219157849558,12.128044262581865,1.9336555319929195e-09
9.517151133494345,12.13436769520529,1.927617431547177e-09
9.334701641129048,11.901744592439536,2.1650104275880114e-09
9.495724754353379,12.10704906180056,1.953862221535303e-09
9.54486542166428,12.169703412621956,1.8942783016646796e-09
9.517779286384961,12.135168590140825,1.9268542459378214e-09
9.41765474748369,12.007509803041705,2.0530808419943417e-09
9.531432420703222,12.152576336396608,1.9103529046353128e-09
9.419139200858774,12.009402481094938,2.05114021737034e-09
9.238610143510927,11.779227932976433,2.3036834158242165e-09
9.397951043721605,11.982387580745046,2.079043475154007e-09
9.350029740881583,11.921287919624017,2.1438020768821703e-09
9.417796039969875,12.007689950961591,2.05289603823643e-09
9.46741735161375,12.070957123307533,1.9891773524259366e-09
9.354570630606762,11.927077554023622,2.1375657909609417e-09
9.563839870165815,12.193895834461415,1.8718406096618834e-09
9.459493520869845,12.060854239109053,1.999195827054228e-09
9.637667593288755,12.288026181443163,1.7874379795474541e-09
9.456497856272726,12.057034766747726,2.002998713855102e-09
9.555472509522525,12.18322744964122,1.881696758264753e-09
9.601711506315716,12.242182170552539,1.8279769836344053e-09
9.650186354022361,12.30398760137851,1.7735704357509018e-09
9.438150721655408,12.033642170110646,2.0264747191285717e-09
9.701251697806264,12.369095914702985,1.7182881948887436e-09
9.576983655398044,12.210654160632506,1.8564795246580715e-09
9.604544488850005,12.245794223283756,1.8247442579467133e-09
9.516794154105975,12.133912546485119,1.9280513072072153e-09
9.582224455392552,12.217336180625505,1.8503956694926166e-09
9.537149540094848,12.159865663620932,1.90349213713104e-09
9.577355807491415,12.211128654551555,1.8560467377952733e-09
9.57739887238673,12.211183562293082,1.8559966639322049e-09
9.555587031301314,12.183373464909176,1.8815614517874268e-09
9.572195410590297,12.204549148502629,1.8620584344459787e-09
9.643320745174188,12.29523395009709,1.7811601456627326e-09
9.479783669237996,12.086724178278445,1.9736588236744832e-09
9.699095890350552,12.366347260196955,1.7205810008551449e-09
9.584068965285805,12.219687930739402,1.8482599807441338e-09
9.671037667180576,12.330573025655234,1.7507502307851302e-09
9.572977593379317,12.205546431558629,1.861145757548776e-09
9.596371200527958,12.235373280673148,1.8340890110292004e-09
9.448640470315409,12.047016599652146,2.0130135450152646e-09
