time,Vswe,Tswe,nswe,BmagMFI,BxMFI,ByMFI,BzMFI,Vmom,Tmom,nmom,BmagFGM,BxFGM,ByFGM,BzFGM,MPAUSEdistance,BowShockDistance,DynamicPressure
2008-08-12 23:59:25,539.9773976760508,58424.9,2.3042,2.79525,1.6565,-0.6765000000000001,-2.0825,296.67719145965964,10101841.668062253,2.678555975,4.375590999999999,1.5844368999999998,-1.3125497000000002,-2.48895715,9.279134571165708,11.830896578236278,2.2439739047642164
2008-08-13 00:00:25,526.8648789148884,53333.0,2.089,2.64025,0.1815,-1.3264999999999998,-2.196,287.56704280474355,13830302.323656853,2.0154383755000005,5.091010499999999,0.62206543,0.40053695,-2.17112745,9.509620939126354,12.1247666973861,1.936793885139584
2008-08-13 00:01:25,519.6677006982441,51832.4,2.0083,2.5995,-0.40125,-1.44275,-2.0715,446.41369361825684,6192472.866296237,2.0691752150000005,4.5315365,1.1935525500000002,-1.3370055500000002,-2.3832793999999997,9.616256141082408,12.260726579880073,1.8114506392951677
2008-08-13 00:02:35,516.74014405792,50713.1,2.0459,2.6155,-0.7987500000000001,-1.255,-2.1317500000000003,430.5573627739152,8652503.976994533,2.4844487870000003,3.462489,2.496882,-0.55414832,-1.7885661,9.604643022698085,12.245919853940055,1.824631940729876
2008-08-13 00:03:35,519.732140374251,53461.0,2.1227,2.57725,-0.632,-1.31475,-2.11625,423.69944166591034,10037239.789095987,2.1499060205,4.0994157,2.1379344500000004,-1.0329471150000002,-2.07308385,9.527480477563401,12.147537608893336,1.9151122568498329
2008-08-13 00:04:45,523.1581742580346,52428.7,2.0195,2.599,-0.631,-1.49625,-1.996,465.6982212824528,8142984.22582574,2.02213232,2.5659075,1.6868174999999999,-0.8700369000000001,-1.6785290000000004,9.585932818129507,12.222064343115125,1.8461048161330735
2008-08-13 00:05:45,520.894462829084,48408.2,2.3866,2.6735,-0.46775,-1.3245,-2.1830000000000003,484.8590961937339,3530085.9768534764,1.8405382599999995,2.3623995,1.30160465,-0.8295910399999998,-1.51466195,9.336257959785623,11.903728898726671,2.1628459358213292
2008-08-13 00:06:45,530.0850736127176,57137.1,2.0534,2.72425,-0.07825,-1.29875,-2.38425,488.4575012466968,1415733.769517887,1.77485946,2.7923665,0.8129692499999999,-1.8870455000000004,-1.8850315,9.517551693658897,12.13487840941509,1.9271307230670416
2008-08-13 00:07:55,511.1584001667193,51934.5,2.0522,2.6935,-0.16725,-1.27675,-2.35075,484.2421531571769,1952270.6534710496,1.885324755,2.791425,1.12417475,-1.611261,-1.972727,9.634538453397754,12.284036528082135,1.790923992010795
2008-08-13 00:08:55,511.3389809490374,62406.9,2.1317,2.69575,0.36,-1.1075,-2.3885,485.94857954185443,1563122.6856357837,1.799146655,2.8109759999999997,1.2001855,-1.5741504999999998,-1.9883175,9.572573603293185,12.205031344198806,1.8616170814370407
2008-08-13 00:10:05,515.0375272618489,64210.0,2.2508,2.73475,0.7337499999999999,-1.01225,-2.42225,485.68501476225237,1729847.0221864108,1.85991947,2.8779619999999992,1.2376135,-1.616184,-2.0270794999999997,9.463466589726897,12.065919901901793,1.9941651479621096
2008-08-13 00:11:05,514.902962848341,60480.8,2.072,2.87075,1.00025,-1.1865,-2.3885000000000005,481.47192024758937,2303957.9060927136,1.877799845,2.8570900000000004,1.3168745000000002,-1.3348489,-2.14621,9.595757709004026,12.234591078980136,1.834792683187352
2008-08-13 00:12:05,519.8090515314253,64393.9,2.1555,2.8225,1.266,-1.271,-2.15675,482.7253336954536,1650528.1620075882,1.85567367,2.8818479999999997,1.409492,-1.2263094999999995,-2.1886265,9.5026940149748,12.11593486909287,1.9452802134752665
2008-08-13 00:13:15,518.3639893298916,67610.4,2.4977,2.78525,1.03,-1.04625,-2.35975,487.37745537132776,1378709.9043463015,1.818494985,2.9355475,1.1419894000000004,-1.2867134999999998,-2.3735805,9.280777813318123,11.83299171198061,2.2415910695601156
2008-08-13 00:14:15,517.7583217544649,65866.0,2.2138,2.7677500000000004,0.72375,-0.92725,-2.5,479.18442604529884,2605561.46289572,1.7888994099999995,2.906539,1.2750591999999998,-1.1070321,-2.3462865,9.472994152640148,12.07806754461619,1.9821614508204608
2008-08-13 00:15:25,519.2538653240821,67275.6,2.2069,2.8000000000000003,0.5785,-0.5435,-2.647,483.978203945286,1989480.7898892213,1.842028815,2.899352,1.4187565,-1.03473005,-2.3011824999999995,9.468815925100424,12.072740304503037,1.9874151572471597
2008-08-13 00:16:25,523.1211287627369,64609.6,2.0533,2.612,0.439,-0.6585,-2.207,488.02862788979485,1427080.5019218973,1.716260105,2.897603,1.2176040999999995,-1.15168115,-2.3448940000000005,9.559676750801653,12.188587857272106,1.8767369163509018
2008-08-13 00:17:25,517.6618969105218,64986.0,2.115,2.5165,0.91525,-1.02975,-2.06625,489.3114428472042,1450090.7762756194,1.6395242850000002,2.9582695,1.1225294,-1.24096305,-2.4329115000000003,9.5459444025004,12.171079113188009,1.8929939997037817
2008-08-13 00:18:35,516.6276139319307,81598.0,2.2955,2.4135,1.09675,-0.721,-2.00575,487.79332887138463,1855742.9662781318,1.6822799749999997,2.9688574999999995,1.2863193999999998,-1.1752757999999996,-2.3940665,9.422813763958935,12.014087549047645,2.046345662231416
2008-08-13 00:19:35,519.3995232814524,65338.0,1.9614,2.38775,1.1440000000000001,-0.56075,-1.96,488.4105863905009,1534841.2588123025,1.69047015,2.9113290000000003,1.0121681499999995,-1.34828275,-2.3381055,9.655864254192565,12.311226924095518,1.7673221931722587
