UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM,BY_FGS-D_(@_2_)_nT_GSM,BZ_FGS-D_(@_3_)_nT_GSM
2008-08-12T22:54:20.679Z,5.77109,-0.0363669,-3.57533,-4.53003
2008-08-12T22:54:23.689Z,4.81707,-1.38868,-1.83398,-4.23228
2008-08-12T22:54:26.699Z,5.52126,-1.50671,-1.68585,-5.03707
2008-08-12T22:54:29.710Z,6.11586,-1.70864,-2.40629,-5.35669
2008-08-12T22:54:32.720Z,7.36026,-2.94731,-2.31876,-6.33325
2008-08-12T22:54:35.730Z,8.11636,-3.46856,-2.45187,-6.91612
2008-08-12T22:54:38.741Z,8.32853,-4.43164,-2.65213,-6.53386
2008-08-12T22:54:41.751Z,9.04315,-4.41987,-4.24182,-6.65210
2008-08-12T22:54:44.761Z,9.32377,-3.73680,-5.90466,-6.17284
2008-08-12T22:54:47.771Z,9.24923,-3.26439,-6.14564,-6.09288
2008-08-12T22:54:50.782Z,10.2363,-2.80578,-6.59023,-7.31295
2008-08-12T22:54:53.792Z,11.3398,-3.09794,-5.79149,-9.24404
2008-08-12T22:54:56.802Z,10.3253,-3.46554,-3.56833,-9.04809
2008-08-12T22:54:59.813Z,8.99602,-4.57095,-3.10050,-7.10083
2008-08-12T22:55:02.823Z,8.11357,-4.23216,-3.41623,-6.02065
2008-08-12T22:55:05.833Z,6.56146,-2.36504,-3.13494,-5.25656
2008-08-12T22:55:08.843Z,6.13389,-1.81688,-2.16909,-5.44231
2008-08-12T22:55:11.854Z,7.48737,-1.39160,-2.40909,-6.95130
2008-08-12T22:55:14.864Z,11.5340,-1.83829,-3.14622,-10.9433
2008-08-12T22:55:17.874Z,13.2062,-2.18511,-1.97675,-12.8732
2008-08-12T22:55:20.885Z,13.1337,-2.88345,-1.80676,-12.6852
2008-08-12T22:55:23.895Z,14.1429,-4.92242,-4.71286,-12.3927
2008-08-12T22:55:26.905Z,15.4080,-5.71480,-5.72716,-13.1129
2008-08-12T22:55:29.915Z,13.5970,-4.31085,-1.49916,-12.8081
2008-08-12T22:55:32.926Z,11.2437,-5.44718,-1.05420,-9.77941
2008-08-12T22:55:35.936Z,9.46898,-5.79858,-1.86727,-7.24923
2008-08-12T22:55:38.946Z,8.11096,-3.80894,-1.64356,-6.96982
2008-08-12T22:55:41.957Z,9.31440,-3.18198,-3.06748,-8.19899
2008-08-12T22:55:44.967Z,9.87205,-2.26695,-3.05352,-9.11012
2008-08-12T22:55:47.977Z,11.0587,-3.11510,-3.77868,-9.91529
2008-08-12T22:55:50.987Z,12.3780,-3.46769,-2.29458,-11.6587
2008-08-12T22:55:53.998Z,13.3139,-3.83666,-4.43806,-11.9517
2008-08-12T22:55:57.008Z,10.1162,-3.87698,-3.43233,-8.69053
2008-08-12T22:56:00.018Z,10.5737,-4.20069,-4.28575,-8.70571
2008-08-12T22:56:03.029Z,11.6763,-4.39813,-5.17000,-9.50071
2008-08-12T22:56:06.039Z,7.92637,-3.96406,-4.21207,-5.41960
2008-08-12T22:56:09.049Z,7.23743,-4.31341,-5.26210,-2.46681
2008-08-12T22:56:12.059Z,10.6948,-2.80764,-10.1379,1.92819
2008-08-12T22:56:15.070Z,11.6138,-2.97703,-9.39552,6.14346
2008-08-12T22:56:18.080Z,9.97264,-2.75232,-6.93737,6.61446
2008-08-12T22:56:21.090Z,7.60133,-2.92304,-5.22453,4.68405
2008-08-12T22:56:24.101Z,6.27053,-2.25069,-4.47789,3.76861
2008-08-12T22:56:27.111Z,6.40332,-2.44347,-5.05562,3.07776
2008-08-12T22:56:30.121Z,5.86335,-1.67945,-5.01584,2.52976
2008-08-12T22:56:33.131Z,7.15530,-1.34999,-6.58352,2.45625
2008-08-12T22:56:36.142Z,9.54138,0.0549423,-8.10636,5.03208
2008-08-12T22:56:39.152Z,7.61433,-0.859126,-5.89226,4.74566
2008-08-12T22:56:42.162Z,7.45666,-0.354206,-5.50998,5.01162
2008-08-12T22:56:45.172Z,7.37610,-0.352001,-6.23083,3.93187
2008-08-12T22:56:48.183Z,7.50567,0.472556,-6.27799,4.08641
2008-08-12T22:56:51.193Z,9.58502,0.663632,-8.86873,3.57460
2008-08-12T22:56:54.203Z,8.94425,0.831928,-8.65769,2.08611
2008-08-12T22:56:57.214Z,9.31505,0.580589,-7.62185,5.32359
2008-08-12T22:57:00.224Z,9.53992,0.878471,-6.96697,6.45753
2008-08-12T22:57:03.234Z,6.69823,0.202974,-4.07787,5.31000
2008-08-12T22:57:06.244Z,7.76427,0.124274,-4.71719,6.16576
2008-08-12T22:57:09.255Z,9.05616,-0.202356,-5.62488,7.09463
2008-08-12T22:57:12.265Z,10.9522,-1.95960,-8.45727,6.67718
2008-08-12T22:57:15.275Z,8.54582,-2.12252,-6.55878,5.05058
2008-08-12T22:57:18.286Z,8.82765,-2.56335,-7.65700,3.56750
2008-08-12T22:57:21.296Z,6.71633,-1.33917,-5.86849,2.97935
2008-08-12T22:57:24.306Z,6.37134,-2.95802,-4.82845,2.92065
2008-08-12T22:57:27.316Z,7.94352,-3.54312,-6.49898,2.88256
2008-08-12T22:57:30.327Z,11.0411,-3.10487,-8.38089,6.48284
2008-08-12T22:57:33.337Z,11.0482,-2.25477,-6.97673,8.26466
2008-08-12T22:57:36.347Z,11.1930,-0.150317,-5.21166,9.90453
2008-08-12T22:57:39.358Z,11.9110,-2.80887,-9.29531,6.89772
2008-08-12T22:57:42.368Z,8.99127,-2.57915,-8.25233,2.46779
2008-08-12T22:57:45.378Z,7.83631,-2.64506,-7.31770,0.928787
2008-08-12T22:57:48.388Z,8.46136,-1.64951,-7.97370,2.30082
2008-08-12T22:57:51.399Z,8.72564,0.139024,-7.00790,5.19680
2008-08-12T22:57:54.409Z,6.01027,-0.128755,-3.90478,4.56722
2008-08-12T22:57:57.419Z,7.15924,-1.98747,-5.35234,4.31939
2008-08-12T22:58:00.430Z,9.93709,-0.205174,-6.58926,7.43541
2008-08-12T22:58:03.440Z,8.86766,-0.447831,-4.46099,7.65077
2008-08-12T22:58:06.450Z,6.70713,-0.104714,-4.50231,4.97029
2008-08-12T22:58:09.460Z,9.31453,-0.588633,-7.97736,4.77239
2008-08-12T22:58:12.471Z,9.86061,-0.546225,-8.83793,4.33868
2008-08-12T22:58:15.481Z,8.58051,-2.25159,-7.47857,3.55337
2008-08-12T22:58:18.491Z,5.53761,-1.86231,-4.80438,-2.02851
2008-08-12T22:58:21.502Z,8.61086,-0.968197,-8.33017,1.95392
2008-08-12T22:58:24.512Z,5.11683,-0.233153,-4.87917,1.52359
2008-08-12T22:58:27.522Z,9.47413,-1.80938,-9.23292,-1.11289
2008-08-12T22:58:30.532Z,9.93599,-1.58788,-9.79185,0.567665
2008-08-12T22:58:33.543Z,9.16631,-1.45083,-8.86054,1.84587
2008-08-12T22:58:36.553Z,10.1267,-1.76242,-9.87276,1.40453
2008-08-12T22:58:39.563Z,7.37483,-2.01412,-6.94295,1.45837
2008-08-12T22:58:42.574Z,3.94995,-0.578508,-3.64774,-1.40051
2008-08-12T22:58:45.584Z,6.72682,-0.834845,-6.66562,-0.350139
2008-08-12T22:58:48.594Z,6.47767,-0.495396,-6.10611,-2.10481
2008-08-12T22:58:51.604Z,10.3872,-0.445666,-9.25129,-4.70194
2008-08-12T22:58:54.615Z,10.7586,-2.94048,-10.0971,-2.26933
2008-08-12T22:58:57.625Z,13.9868,-3.79093,-12.4746,5.06397
2008-08-12T22:59:00.635Z,8.08898,-1.77339,-6.23425,4.83951
2008-08-12T22:59:03.646Z,6.19629,-2.43824,-5.24697,2.21771
2008-08-12T22:59:06.656Z,7.35298,-3.77574,-6.29691,0.398878
2008-08-12T22:59:09.666Z,9.26548,-1.36384,-8.93464,2.03990
2008-08-12T22:59:12.676Z,9.29142,-1.75596,-8.78954,2.44766
2008-08-12T22:59:15.687Z,10.2096,-3.03437,-9.62316,1.55670
2008-08-12T22:59:18.697Z,8.84226,-2.82606,-8.36354,0.500218
2008-08-12T22:59:21.707Z,9.47803,-0.794222,-9.23130,1.99632
2008-08-12T22:59:24.718Z,10.4327,-1.54987,-9.98794,2.58449
2008-08-12T22:59:27.728Z,10.0356,-2.43653,-9.60372,1.59508
2008-08-12T22:59:30.738Z,6.58107,-1.90700,-6.19910,1.11583
2008-08-12T22:59:33.748Z,5.28009,-1.01062,-5.01860,1.29291
2008-08-12T22:59:36.759Z,5.72521,-1.70227,-5.36818,1.03100
2008-08-12T22:59:39.769Z,6.33881,-1.19377,-6.20578,0.493693
2008-08-12T22:59:42.779Z,5.87750,0.561747,-5.29348,2.49170
2008-08-12T22:59:45.789Z,6.46392,-0.891618,-6.22042,1.51449
2008-08-12T22:59:48.800Z,6.50864,-1.59184,-6.28862,0.530764
2008-08-12T22:59:51.810Z,9.55851,-2.15548,-8.89884,2.74402
2008-08-12T22:59:54.820Z,11.3754,-2.66436,-10.3252,3.96125
2008-08-12T22:59:57.831Z,8.77331,-2.23687,-8.40115,1.17818
2008-08-12T23:00:00.841Z,6.76081,-3.66721,-4.56590,-3.37827
2008-08-12T23:00:03.851Z,9.04477,-3.58350,-8.29171,-0.462523
2008-08-12T23:00:06.861Z,8.12542,-1.91903,-7.42531,2.68414
2008-08-12T23:00:09.872Z,8.65196,-5.19290,-6.90886,-0.397284
2008-08-12T23:00:12.882Z,12.8069,-4.19373,-12.0731,-0.818766
2008-08-12T23:00:15.892Z,11.2150,-1.10171,-10.9625,2.09426
2008-08-12T23:00:18.903Z,9.79363,3.22455,-8.15520,4.36008
2008-08-12T23:00:21.913Z,11.0542,-1.21012,-10.8936,1.43577
2008-08-12T23:00:24.923Z,9.55507,-1.75622,-9.38735,0.304782
2008-08-12T23:00:27.933Z,9.86817,-2.24211,-9.41000,1.95077
2008-08-12T23:00:30.944Z,9.12709,-3.55768,-8.37416,0.721164
2008-08-12T23:00:33.954Z,9.89049,-4.82502,-8.56528,-1.08489
2008-08-12T23:00:36.964Z,8.45010,-3.39476,-7.52748,-1.79355
2008-08-12T23:00:39.975Z,9.84254,-2.55534,-9.27147,-2.09422
2008-08-12T23:00:42.985Z,7.65813,-2.38923,-6.92729,-2.22514
2008-08-12T23:00:45.995Z,9.28889,-2.55721,-8.42717,-2.95417
2008-08-12T23:00:49.005Z,6.86073,-1.81403,-6.52867,-1.07488
2008-08-12T23:00:52.016Z,7.04759,-2.08040,-6.64834,1.06772
2008-08-12T23:00:55.026Z,11.1356,-4.90393,-9.98208,-0.558650
2008-08-12T23:00:58.036Z,12.0538,-2.80054,-11.6325,-1.46151
2008-08-12T23:01:01.047Z,10.4476,0.839344,-9.55676,-4.13705
2008-08-12T23:01:04.057Z,9.06579,-3.26135,-8.38783,-1.09387
2008-08-12T23:01:07.067Z,12.7183,-2.90777,-12.3357,-1.06324
2008-08-12T23:01:10.077Z,12.2102,-2.24831,-11.3544,-3.88734
2008-08-12T23:01:13.088Z,5.94871,1.65646,-5.58131,-1.22160
2008-08-12T23:01:16.098Z,7.95764,0.0618270,-7.93942,0.534550
2008-08-12T23:01:19.108Z,6.34107,0.531859,-5.96569,2.08249
2008-08-12T23:01:22.119Z,7.35984,-1.20948,-6.71262,2.76497
2008-08-12T23:01:25.129Z,8.68915,-3.40323,-7.74799,1.97180
2008-08-12T23:01:28.139Z,9.81017,-3.19334,-8.97779,2.33267
2008-08-12T23:01:31.149Z,10.0861,-3.33830,-9.00506,3.08135
2008-08-12T23:01:34.160Z,11.1416,-3.49845,-9.92047,3.67152
2008-08-12T23:01:37.170Z,10.5121,-2.40263,-9.73979,3.14147
2008-08-12T23:01:40.180Z,8.72694,-2.02050,-8.48981,-0.0171951
2008-08-12T23:01:43.191Z,8.62769,-1.39561,-8.51407,0.00690091
2008-08-12T23:01:46.201Z,9.78686,3.74210,-7.29648,-5.34235
2008-08-12T23:01:49.211Z,12.5893,-5.81544,-10.8169,-2.76871
2008-08-12T23:01:52.221Z,13.2350,-4.21836,-12.3037,2.44764
2008-08-12T23:01:55.232Z,11.0481,-3.19555,-10.5759,-0.000119567
2008-08-12T23:01:58.242Z,8.44806,-3.99342,-6.56036,3.51910
2008-08-12T23:02:01.252Z,8.95441,-2.40952,-5.80582,6.37716
2008-08-12T23:02:04.263Z,12.1053,-3.11873,-10.3763,5.39847
2008-08-12T23:02:07.273Z,11.5015,-3.96371,-9.25874,5.55423
2008-08-12T23:02:10.283Z,9.04379,2.49740,-7.59726,4.22312
2008-08-12T23:02:13.293Z,9.04828,-4.68920,-6.01240,4.87175
2008-08-12T23:02:16.304Z,7.75930,-4.28116,-5.66290,3.13209
2008-08-12T23:02:19.314Z,5.07471,-1.10962,-3.88679,3.06827
2008-08-12T23:02:22.324Z,7.19863,-5.52629,-4.11299,-2.08894
2008-08-12T23:02:25.335Z,7.76676,-0.810350,-7.65309,-1.04695
2008-08-12T23:02:28.345Z,10.1468,4.54093,-9.04540,-0.719865
2008-08-12T23:02:31.355Z,9.87145,-4.62492,-8.70600,0.511178
2008-08-12T23:02:34.365Z,6.40077,-1.28251,-6.24800,0.536163
2008-08-12T23:02:37.376Z,7.13765,-4.03048,-5.87453,0.437173
2008-08-12T23:02:40.386Z,7.30197,-2.73382,-6.76935,-0.144175
2008-08-12T23:02:43.396Z,9.90980,-7.95176,-5.90665,0.291775
2008-08-12T23:02:46.406Z,7.36271,-0.619387,-7.29357,0.793502
2008-08-12T23:02:49.417Z,4.87293,0.911095,-4.78099,-0.239603
2008-08-12T23:02:52.427Z,4.73001,-1.37301,-4.52206,0.197118
2008-08-12T23:02:55.437Z,8.03900,-1.40747,-7.91193,0.214000
2008-08-12T23:02:58.448Z,9.25583,-4.18473,-8.25497,-0.118107
2008-08-12T23:03:01.458Z,4.28394,0.289048,-4.26441,0.288805
2008-08-12T23:03:04.468Z,3.72764,0.177040,-3.71631,-0.230220
2008-08-12T23:03:07.478Z,5.37096,-0.730622,-5.31558,-0.240827
2008-08-12T23:03:10.489Z,4.70690,-0.482600,-4.64002,-0.626283
2008-08-12T23:03:13.499Z,6.23666,2.89052,-5.52383,-0.167699
2008-08-12T23:03:16.509Z,3.92310,-0.617577,-3.85349,0.399888
2008-08-12T23:03:19.520Z,6.80050,-1.63526,-6.59722,-0.222143
2008-08-12T23:03:22.530Z,4.24022,0.0451836,-4.21355,-0.472655
2008-08-12T23:03:25.540Z,3.66323,-1.88777,-2.96422,-1.03391
2008-08-12T23:03:28.550Z,4.14676,-3.80570,1.43794,0.802892
2008-08-12T23:03:31.561Z,4.39405,-4.10115,-0.0629148,1.57615
2008-08-12T23:03:34.571Z,5.47256,-3.98676,3.58092,1.10983
2008-08-12T23:03:37.581Z,3.69788,-2.19979,2.96069,-0.263678
2008-08-12T23:03:40.592Z,1.71186,-1.64074,-0.488053,-0.0155890
2008-08-12T23:03:43.602Z,5.40900,-3.58346,-3.39333,-2.21392
2008-08-12T23:03:46.612Z,8.10632,-3.74828,-6.77516,-2.40002
2008-08-12T23:03:49.622Z,9.53844,-4.43898,-7.62407,-3.62639
2008-08-12T23:03:52.633Z,10.3271,-5.08695,-7.73776,-4.57162
2008-08-12T23:03:55.643Z,9.92849,-4.05252,-7.67132,-4.82729
2008-08-12T23:03:58.653Z,10.2836,-3.53465,-8.95205,-3.62197
2008-08-12T23:04:01.664Z,10.0591,-2.25590,-8.65483,-4.60328
2008-08-12T23:04:04.674Z,7.98432,-1.85526,-6.87521,-3.61093
2008-08-12T23:04:07.684Z,6.49841,-2.32451,-5.77116,-1.87610
2008-08-12T23:04:10.694Z,14.1209,-2.06338,-4.33043,-13.2812
2008-08-12T23:04:13.705Z,10.3868,-3.10023,-6.14203,-7.78141
2008-08-12T23:04:16.715Z,7.54152,-1.21611,-7.30310,-1.43542
2008-08-12T23:04:19.725Z,5.66443,-2.16742,-5.20627,-0.531867
2008-08-12T23:04:22.736Z,6.77659,-1.39332,-6.48388,1.39290
2008-08-12T23:04:25.746Z,12.9292,-5.02587,-11.8699,-1.00480
2008-08-12T23:04:28.756Z,8.29656,-3.21743,-7.64716,-0.0447075
2008-08-12T23:04:31.766Z,6.32089,-2.31263,-5.62034,-1.73699
2008-08-12T23:04:34.777Z,9.25316,-2.90617,-8.77215,-0.473857
2008-08-12T23:04:37.787Z,9.73030,0.0327427,-8.53763,4.66761
2008-08-12T23:04:40.797Z,10.5126,-2.28720,-9.39094,4.13457
2008-08-12T23:04:43.808Z,7.76392,-1.38713,-6.73985,3.59566
2008-08-12T23:04:46.818Z,10.5974,-1.40296,-10.2787,2.16424
2008-08-12T23:04:49.828Z,9.38453,-2.43594,-8.88183,1.80242
2008-08-12T23:04:52.838Z,8.78639,-3.79599,-7.92059,0.235459
2008-08-12T23:04:55.849Z,7.61497,-3.59935,-6.70614,-0.245111
2008-08-12T23:04:58.859Z,6.23705,-2.80078,-5.50727,-0.852294
2008-08-12T23:05:01.869Z,9.29971,-3.55533,-8.35027,-2.02908
2008-08-12T23:05:04.880Z,14.5618,-4.29031,-13.6653,-2.62693
2008-08-12T23:05:07.890Z,16.0621,-4.08871,-15.3014,-2.67264
2008-08-12T23:05:10.900Z,17.9202,-6.15624,-16.5436,-3.08919
2008-08-12T23:05:13.910Z,17.0013,-6.61003,-15.5196,-2.11968
2008-08-12T23:05:16.921Z,15.3711,-6.72309,-13.6421,-2.22813
2008-08-12T23:05:19.931Z,12.4737,-6.01849,-10.7629,-1.87914
2008-08-12T23:05:22.941Z,10.5085,-6.62590,-8.14985,-0.326928
2008-08-12T23:05:25.952Z,11.8484,-6.26129,-10.0512,0.394586
2008-08-12T23:05:28.962Z,12.1158,-6.03953,-10.4706,0.827105
2008-08-12T23:05:31.972Z,9.31328,-4.41797,-7.50139,3.30875
2008-08-12T23:05:34.982Z,15.3689,-6.37455,-13.1437,4.77610
2008-08-12T23:05:37.993Z,10.7113,-7.37032,-1.64081,7.59722
2008-08-12T23:05:41.003Z,3.92850,-2.33889,-1.84189,2.56323
2008-08-12T23:05:44.013Z,9.32890,-3.56981,-8.46419,-1.62551
2008-08-12T23:05:47.024Z,8.08860,-4.31122,-6.84387,-0.0157944
2008-08-12T23:05:50.034Z,10.3613,-1.90959,-10.1791,-0.309741
2008-08-12T23:05:53.044Z,9.84247,-3.26675,-9.24635,0.841187
2008-08-12T23:05:56.054Z,9.81616,-3.75227,-8.87736,-1.86278
2008-08-12T23:05:59.065Z,9.62604,-1.71939,-4.33194,-8.42251
2008-08-12T23:06:02.075Z,9.61274,-2.48383,-6.35624,-6.77006
2008-08-12T23:06:05.085Z,7.79162,-1.95918,-6.72351,-3.41546
2008-08-12T23:06:08.095Z,10.1027,-2.31111,-9.56682,-2.28042
2008-08-12T23:06:11.106Z,5.62366,-0.532488,-5.56033,0.651773
2008-08-12T23:06:14.116Z,2.96138,0.186227,-2.85900,-0.749146
2008-08-12T23:06:17.126Z,4.08031,-0.862560,-3.25903,-2.29861
2008-08-12T23:06:20.137Z,5.44172,-0.721521,-4.98972,-2.04804
2008-08-12T23:06:23.147Z,7.48156,-2.30672,-6.66262,-2.50244
2008-08-12T23:06:26.157Z,7.91903,-3.37725,-6.88516,-1.97477
2008-08-12T23:06:29.167Z,7.66743,-2.53014,-6.61193,-2.94452
2008-08-12T23:06:32.178Z,7.45561,-2.93287,-6.41627,-2.41160
2008-08-12T23:06:35.188Z,7.48086,-2.76032,-6.82684,-1.31839
2008-08-12T23:06:38.198Z,7.32411,-2.39545,-6.61130,-2.04820
2008-08-12T23:06:41.209Z,6.53618,-1.22518,-6.04207,-2.17120
2008-08-12T23:06:44.219Z,9.26124,-2.84415,-8.32790,-2.88574
2008-08-12T23:06:47.229Z,8.71193,-3.96617,-6.94536,-3.45386
2008-08-12T23:06:50.239Z,6.55130,-3.22376,-4.95160,-2.82993
2008-08-12T23:06:53.250Z,6.71735,-2.14685,-5.86182,-2.48049
2008-08-12T23:06:56.260Z,5.52515,-2.29425,-4.47171,-2.29512
2008-08-12T23:06:59.270Z,6.80784,-2.11502,-6.15523,-1.99663
2008-08-12T23:07:02.281Z,7.85110,-2.08402,-6.68621,-3.54840
2008-08-12T23:07:05.291Z,6.94499,-2.00573,-6.49531,-1.42162
2008-08-12T23:07:08.301Z,4.38362,-1.41054,-4.06366,-0.844467
2008-08-12T23:07:11.311Z,6.86640,-1.45597,-6.50631,-1.64180
2008-08-12T23:07:14.322Z,7.25148,-1.82688,-6.90941,-1.22736
2008-08-12T23:07:17.332Z,9.18341,-2.28277,-8.77434,-1.46113
2008-08-12T23:07:20.342Z,7.60953,-2.32060,-7.18661,-0.934066
2008-08-12T23:07:23.353Z,7.69203,-2.22222,-7.33026,-0.704520
2008-08-12T23:07:26.363Z,7.65440,-1.91622,-7.22539,-1.64675
2008-08-12T23:07:29.373Z,8.13053,-1.62567,-7.81753,-1.53260
2008-08-12T23:07:32.383Z,6.42455,-1.34291,-5.95804,-1.99329
2008-08-12T23:07:35.394Z,6.28746,-1.65700,-5.77316,-1.85933
2008-08-12T23:07:38.404Z,6.11524,-2.08795,-5.56391,-1.44207
2008-08-12T23:07:41.414Z,9.38449,-3.30067,-8.63871,-1.59590
2008-08-12T23:07:44.425Z,8.91378,-3.50550,-7.99222,-1.81425
2008-08-12T23:07:47.435Z,8.18504,-3.33725,-7.24885,-1.81983
2008-08-12T23:07:50.445Z,8.02526,-2.85279,-7.18404,-2.15777
2008-08-12T23:07:53.455Z,9.69296,-2.76878,-9.27272,-0.551256
2008-08-12T23:07:56.466Z,6.58103,-1.57386,-6.38955,-0.0812747
2008-08-12T23:07:59.476Z,5.90825,-2.02868,-5.40394,-1.26067
2008-08-12T23:08:02.486Z,5.54648,-1.59151,-4.94114,-1.95338
2008-08-12T23:08:05.497Z,7.35341,-1.47848,-6.67649,-2.70392
2008-08-12T23:08:08.507Z,9.13597,-1.45271,-8.56998,-2.81265
2008-08-12T23:08:11.517Z,6.73919,-1.53283,-6.39785,-1.46106
2008-08-12T23:08:14.527Z,6.77585,-2.56503,-6.12736,-1.33723
2008-08-12T23:08:17.538Z,7.81963,-3.10305,-6.86549,-2.09352
2008-08-12T23:08:20.548Z,7.42057,-3.74690,-6.07394,-2.03295
2008-08-12T23:08:23.558Z,6.59206,-2.92466,-3.36479,-4.85590
2008-08-12T23:08:26.569Z,6.20047,-2.40530,-3.78586,-4.28108
2008-08-12T23:08:29.579Z,4.60514,-1.21539,-3.69853,-2.45988
2008-08-12T23:08:32.589Z,5.00874,-1.25456,-4.08088,-2.61916
2008-08-12T23:08:35.599Z,6.36381,-1.60196,-5.13535,-3.40000
2008-08-12T23:08:38.610Z,7.17514,-0.635646,-6.28733,-3.39826
2008-08-12T23:08:41.620Z,6.69041,-0.528826,-4.95018,-4.46964
2008-08-12T23:08:44.630Z,5.09815,-0.419278,-3.60252,-3.58290
2008-08-12T23:08:47.640Z,6.09027,-0.696612,-4.53477,-4.00523
2008-08-12T23:08:50.651Z,6.39705,-0.0299331,-5.10926,-3.84926
2008-08-12T23:08:53.661Z,7.29071,-0.281173,-4.24930,-5.91767
2008-08-12T23:08:56.671Z,6.23803,-2.39906,-3.02962,-4.89683
2008-08-12T23:08:59.682Z,5.64248,-3.11460,-2.89529,-3.70866
2008-08-12T23:09:02.692Z,4.69239,-0.815940,-2.48485,-3.89593
2008-08-12T23:09:05.702Z,8.10208,-1.36028,-5.40387,-5.88147
2008-08-12T23:09:08.712Z,5.90849,-0.544815,-4.35174,-3.95926
2008-08-12T23:09:11.723Z,3.80870,-2.26966,-1.74182,-2.51415
2008-08-12T23:09:14.733Z,5.20107,-2.60697,-3.35863,-2.99574
2008-08-12T23:09:17.743Z,8.46973,-1.09577,-5.67232,-6.19358
2008-08-12T23:09:20.754Z,6.62648,-0.903923,-5.15985,-4.05821
2008-08-12T23:09:23.764Z,7.74668,-2.14306,-5.65245,-4.84440
2008-08-12T23:09:26.774Z,6.12479,-2.53949,-4.24073,-3.61667
2008-08-12T23:09:29.784Z,6.34659,-2.44225,-5.45191,-2.14274
2008-08-12T23:09:32.795Z,5.12821,-0.850851,-4.28352,-2.68813
2008-08-12T23:09:35.805Z,7.20512,-1.43902,-5.21023,-4.76408
2008-08-12T23:09:38.815Z,7.88017,-2.50495,-5.17229,-5.39163
2008-08-12T23:09:41.826Z,10.3964,-4.37303,-6.75567,-6.58196
2008-08-12T23:09:44.836Z,10.4677,-3.78412,-6.24232,-7.50245
2008-08-12T23:09:47.846Z,7.76910,-2.70319,-5.40988,-4.87696
2008-08-12T23:09:50.856Z,7.71863,-2.89331,-5.76832,-4.23468
2008-08-12T23:09:53.867Z,7.18690,-1.93842,-5.34681,-4.39382
2008-08-12T23:09:56.877Z,5.14974,-0.877874,-4.82962,-1.55692
2008-08-12T23:09:59.887Z,5.17584,-0.666627,-3.57337,-3.68455
2008-08-12T23:10:02.898Z,3.56013,-1.04182,-2.95793,-1.68516
2008-08-12T23:10:05.908Z,4.49033,-1.51357,-3.54268,-2.30685
2008-08-12T23:10:08.918Z,4.74137,-1.17478,-3.60787,-2.84320
2008-08-12T23:10:11.928Z,4.51955,-1.12223,-3.45720,-2.68602
2008-08-12T23:10:14.939Z,5.16377,-0.586679,-4.12721,-3.04737
2008-08-12T23:10:17.949Z,5.52465,-0.0718386,-4.81763,-2.70316
2008-08-12T23:10:20.959Z,5.90045,-0.194837,-5.15203,-2.86948
2008-08-12T23:10:23.970Z,6.32580,-0.247488,-5.47388,-3.16087
2008-08-12T23:10:26.980Z,7.34370,-0.921266,-5.41280,-4.87676
2008-08-12T23:10:29.990Z,7.59577,-1.65329,-4.13934,-6.15046
2008-08-12T23:10:33.000Z,7.02304,-2.14455,-2.42331,-6.23311
2008-08-12T23:10:36.011Z,6.29795,-3.06094,-1.84386,-5.18604
2008-08-12T23:10:39.021Z,6.15849,-2.93734,-2.02255,-5.02079
2008-08-12T23:10:42.031Z,7.34143,-3.07057,-3.99947,-5.33596
2008-08-12T23:10:45.042Z,7.00924,-2.55130,-4.05489,-5.11645
2008-08-12T23:10:48.052Z,6.82861,-2.37590,-4.55697,-4.49657
2008-08-12T23:10:51.062Z,6.73683,-2.45091,-4.49057,-4.38323
2008-08-12T23:10:54.072Z,6.75665,-2.24790,-4.38472,-4.62314
2008-08-12T23:10:57.083Z,7.21605,-2.36112,-4.56523,-5.06509
2008-08-12T23:11:00.093Z,7.96088,-3.23568,-4.82926,-5.43914
2008-08-12T23:11:03.103Z,7.40418,-3.68673,-4.59980,-4.48016
2008-08-12T23:11:06.114Z,5.65820,-3.23181,-3.52007,-3.02980
2008-08-12T23:11:09.124Z,5.75595,-3.28601,-3.72177,-2.91231
2008-08-12T23:11:12.134Z,5.70605,-2.58516,-4.09099,-3.02321
2008-08-12T23:11:15.144Z,6.65930,-2.20906,-4.68463,-4.18577
2008-08-12T23:11:18.155Z,10.8668,-3.20420,-7.01026,-7.66005
2008-08-12T23:11:21.165Z,8.92813,-2.98791,-6.95131,-4.73955
2008-08-12T23:11:24.175Z,8.29521,-3.99153,-4.82094,-5.44396
2008-08-12T23:11:27.186Z,9.21275,-4.33627,-4.56763,-6.72371
2008-08-12T23:11:30.196Z,9.81744,-4.77229,-5.63539,-6.46914
2008-08-12T23:11:33.206Z,9.88131,-4.68633,-6.61513,-5.64967
2008-08-12T23:11:36.216Z,7.90851,-4.49703,-4.01068,-5.12208
2008-08-12T23:11:39.227Z,7.24788,-4.39178,-4.12152,-4.03201
2008-08-12T23:11:42.237Z,6.34446,-3.60967,-4.34719,-2.88521
2008-08-12T23:11:45.247Z,5.85201,-2.66139,-3.54971,-3.81609
2008-08-12T23:11:48.258Z,9.61417,-3.19869,-4.88023,-7.64095
2008-08-12T23:11:51.268Z,11.1018,-4.04393,-7.21662,-7.40382
