UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM,BY_FGS-D_(@_2_)_nT_GSM,BZ_FGS-D_(@_3_)_nT_GSM
2008-08-12T21:32:45.958Z,11.6818,-1.13690,-11.1799,3.19081
2008-08-12T21:32:48.968Z,6.73548,-1.34211,-6.18468,2.30548
2008-08-12T21:32:51.978Z,4.94407,0.316816,-4.70032,-1.50016
2008-08-12T21:32:54.988Z,5.74336,-0.444400,-5.51763,-1.53116
2008-08-12T21:32:57.999Z,6.24211,-1.09545,-6.07122,-0.950925
2008-08-12T21:33:01.009Z,10.2684,-1.46026,-10.1398,-0.701582
2008-08-12T21:33:04.019Z,13.0748,-3.05820,-12.7039,-0.456020
2008-08-12T21:33:07.029Z,13.3752,-5.17261,-12.3228,-0.537051
2008-08-12T21:33:10.040Z,14.6308,-4.80266,-13.8192,-0.152707
2008-08-12T21:33:13.050Z,15.4152,-4.74759,-14.6658,-0.0570700
2008-08-12T21:33:16.060Z,15.2961,-2.52129,-15.0744,-0.613286
2008-08-12T21:33:19.071Z,10.7191,-2.37424,-10.2176,2.20485
2008-08-12T21:33:22.081Z,9.40869,-3.79777,-8.16910,2.71406
2008-08-12T21:33:25.091Z,7.40549,-2.68348,-6.77154,1.33660
2008-08-12T21:33:28.101Z,10.9287,-3.66745,-10.2506,0.955524
2008-08-12T21:33:31.112Z,11.5227,-6.06509,-9.66083,1.62974
2008-08-12T21:33:34.122Z,12.3472,-8.94383,-8.03907,2.79923
2008-08-12T21:33:37.132Z,11.8257,-8.21560,-7.28354,4.39338
2008-08-12T21:33:40.143Z,13.1569,-6.29176,-9.59811,6.43392
2008-08-12T21:33:43.153Z,16.7719,-13.6521,-6.91685,6.86092
2008-08-12T21:33:46.163Z,19.0686,-11.3310,-11.3469,10.3183
2008-08-12T21:33:49.173Z,25.7171,-18.9796,-13.5039,10.8989
2008-08-12T21:33:52.184Z,23.4736,-11.6331,-14.0953,14.7310
2008-08-12T21:33:55.194Z,24.5019,-11.7156,-13.4310,16.8136
2008-08-12T21:33:58.204Z,29.5846,-9.71999,-19.0134,20.4758
2008-08-12T21:34:01.215Z,38.5461,-12.6222,-23.4907,27.8328
2008-08-12T21:34:04.225Z,41.7677,-5.92384,-31.0972,27.2472
2008-08-12T21:34:07.235Z,40.5322,4.88374,-33.3277,22.5450
2008-08-12T21:34:10.245Z,40.1177,5.39142,-33.8980,20.7676
2008-08-12T21:34:13.256Z,35.3230,12.4333,-27.3881,18.5207
2008-08-12T21:34:16.266Z,31.1559,18.6554,-16.5056,18.7145
2008-08-12T21:34:19.276Z,28.1626,17.5862,-12.6854,17.9706
2008-08-12T21:34:22.287Z,26.9343,11.3705,-17.7083,16.8101
2008-08-12T21:34:25.297Z,21.7136,15.4380,-13.3785,7.35974
2008-08-12T21:34:28.307Z,9.79055,5.81090,-5.85195,5.27665
2008-08-12T21:34:31.317Z,6.71671,1.24752,-3.94930,5.28780
2008-08-12T21:34:34.328Z,11.1478,-1.42236,-10.3204,3.96744
2008-08-12T21:34:37.338Z,14.4909,-0.191883,-13.9539,3.90382
2008-08-12T21:34:40.348Z,17.7517,-0.645181,-14.3992,-10.3618
2008-08-12T21:34:43.359Z,21.9776,-2.42936,-13.3908,-17.2568
2008-08-12T21:34:46.369Z,22.6499,-4.45838,-11.6876,-18.8823
2008-08-12T21:34:49.379Z,20.8637,-4.12350,-10.7264,-17.4136
2008-08-12T21:34:52.389Z,17.7121,-4.51104,-10.6866,-13.3853
2008-08-12T21:34:55.400Z,12.5458,-3.85385,-7.26357,-9.47551
2008-08-12T21:34:58.410Z,10.3656,-3.54591,-6.31995,-7.41146
2008-08-12T21:35:01.420Z,8.99940,-3.38858,-5.23764,-6.48645
2008-08-12T21:35:04.431Z,7.69586,-3.89801,-3.89768,-5.37027
2008-08-12T21:35:07.441Z,6.76760,-4.73940,-3.97550,-2.74480
2008-08-12T21:35:10.451Z,6.85117,-4.40678,-4.77896,-2.16342
2008-08-12T21:35:13.461Z,8.76069,-4.10919,-6.67518,-3.91232
2008-08-12T21:35:16.472Z,12.3119,-3.92144,-9.91829,-6.15085
2008-08-12T21:35:19.482Z,14.1424,-5.01780,-11.1477,-7.11028
2008-08-12T21:35:22.492Z,13.8480,-5.85061,-8.92304,-8.82699
2008-08-12T21:35:25.503Z,13.7097,-6.18359,-7.13218,-9.94244
2008-08-12T21:35:28.513Z,12.2061,-7.68437,-6.62866,-6.78230
2008-08-12T21:35:31.523Z,9.64381,-6.30356,-6.28239,-3.71480
2008-08-12T21:35:34.533Z,6.71018,-3.75220,-4.39309,-3.41295
2008-08-12T21:35:37.544Z,6.62775,-3.12273,-4.47926,-3.75658
2008-08-12T21:35:40.554Z,7.37501,-2.97041,-4.92260,-4.61904
2008-08-12T21:35:43.564Z,10.2986,-2.77822,-7.09530,-6.92818
2008-08-12T21:35:46.575Z,13.2503,-3.29839,-8.96639,-9.18126
2008-08-12T21:35:49.585Z,15.8133,-2.98390,-10.0507,-11.8380
2008-08-12T21:35:52.595Z,16.8463,-2.82329,-9.98230,-13.2733
2008-08-12T21:35:55.605Z,17.1283,-2.98872,-9.64648,-13.8344
2008-08-12T21:35:58.616Z,17.5361,-4.50568,-10.5164,-13.2897
2008-08-12T21:36:01.626Z,20.0507,-7.03151,-13.6892,-12.8528
2008-08-12T21:36:04.636Z,22.8952,-8.76411,-17.1721,-12.3490
2008-08-12T21:36:07.647Z,19.9402,-6.59683,-16.9570,-8.15795
2008-08-12T21:36:10.657Z,15.0475,-3.73964,-13.9659,-4.17088
2008-08-12T21:36:13.667Z,13.4521,-3.29602,-13.0206,-0.746896
2008-08-12T21:36:16.677Z,9.27830,-2.23825,-8.98084,0.649363
2008-08-12T21:36:19.688Z,9.94638,-3.87898,-9.08339,1.17309
2008-08-12T21:36:22.698Z,7.57079,-3.78139,-6.55105,0.319001
2008-08-12T21:36:25.708Z,5.67460,-1.92036,-5.33881,-0.102248
2008-08-12T21:36:28.719Z,4.15559,-1.45552,-3.89233,-0.0120518
2008-08-12T21:36:31.729Z,4.44347,-1.00593,-4.00422,1.64279
2008-08-12T21:36:34.739Z,7.50496,-2.13194,-6.92363,1.96026
2008-08-12T21:36:37.749Z,13.5270,-5.44930,-10.3920,6.72993
2008-08-12T21:36:40.760Z,10.9962,-4.01151,-10.1677,1.20092
2008-08-12T21:36:43.770Z,16.7850,-3.43699,-15.9689,3.86198
2008-08-12T21:36:46.780Z,15.6013,-3.97119,-14.6684,3.53119
2008-08-12T21:36:49.791Z,19.3709,-4.43046,-18.3568,4.31626
2008-08-12T21:36:52.801Z,17.6537,-3.87116,-16.7485,4.01948
2008-08-12T21:36:55.811Z,16.4148,-4.45129,-15.4324,3.38727
2008-08-12T21:36:58.821Z,13.3534,-2.35534,-12.6349,3.62289
2008-08-12T21:37:01.832Z,15.8959,-3.66473,-15.3161,2.16052
2008-08-12T21:37:04.842Z,19.3934,-1.68629,-19.2559,-1.57243
2008-08-12T21:37:07.852Z,15.0685,-1.17239,-14.3080,-4.57893
2008-08-12T21:37:10.863Z,11.2235,-4.63001,-9.68543,-3.27458
2008-08-12T21:37:13.873Z,8.54426,-4.29727,-7.12526,-1.94129
2008-08-12T21:37:16.883Z,8.17295,-4.44728,-6.79890,-0.890952
2008-08-12T21:37:19.893Z,10.5339,-4.68357,-9.32168,-1.46036
2008-08-12T21:37:22.904Z,10.5850,-4.40180,-9.32118,-2.40472
2008-08-12T21:37:25.914Z,17.8220,-6.55896,-15.8960,-4.68201
2008-08-12T21:37:28.924Z,18.7481,-5.63083,-17.6206,-3.04960
2008-08-12T21:37:31.934Z,18.7867,-5.16840,-18.0004,-1.48802
2008-08-12T21:37:34.945Z,19.4406,-5.55247,-18.5843,1.31588
2008-08-12T21:37:37.955Z,17.6092,-4.99796,-16.5578,3.30828
2008-08-12T21:37:40.965Z,18.9294,-4.40984,-17.9810,3.94448
2008-08-12T21:37:43.976Z,21.4692,-5.35613,-20.7578,1.16172
2008-08-12T21:37:46.986Z,23.6853,-6.39328,-21.4266,-7.81157
2008-08-12T21:37:49.996Z,25.0283,-8.88551,-20.8755,-10.5677
2008-08-12T21:37:53.006Z,24.8635,-11.5639,-18.9313,-11.2284
2008-08-12T21:37:56.017Z,23.0090,-10.3773,-17.8686,-10.1212
2008-08-12T21:37:59.027Z,21.6345,-10.4689,-17.9677,-5.96785
2008-08-12T21:38:02.037Z,20.3647,-8.98064,-17.9102,-3.64618
2008-08-12T21:38:05.048Z,19.4610,-7.36053,-17.6418,-3.64931
2008-08-12T21:38:08.058Z,20.3037,-4.95229,-19.1537,-4.56617
2008-08-12T21:38:11.068Z,24.4141,-11.0223,-17.8410,-12.5003
2008-08-12T21:38:14.078Z,24.4279,-11.9634,-11.4063,-17.9860
2008-08-12T21:38:17.089Z,21.9430,-7.17623,-10.2917,-18.0021
2008-08-12T21:38:20.099Z,18.3203,-2.39415,-9.13440,-15.6992
2008-08-12T21:38:23.109Z,13.9119,-2.20258,-6.48345,-12.1101
2008-08-12T21:38:26.120Z,21.9424,-4.71725,-13.4250,-16.7029
2008-08-12T21:38:29.130Z,25.8595,-8.80490,-13.6729,-20.1058
2008-08-12T21:38:32.140Z,25.1926,-7.59910,-13.4799,-19.8799
2008-08-12T21:38:35.150Z,22.6494,-7.08233,-12.7527,-17.3264
2008-08-12T21:38:38.161Z,18.8226,-5.66720,-12.5205,-12.8611
2008-08-12T21:38:41.171Z,16.9103,-6.85851,-11.2297,-10.6215
2008-08-12T21:38:44.181Z,18.3911,-9.17547,-9.74954,-12.6092
2008-08-12T21:38:47.192Z,20.4478,-11.1266,-10.8839,-13.2609
2008-08-12T21:38:50.202Z,21.0127,-11.0581,-11.9242,-13.3066
2008-08-12T21:38:53.212Z,21.8581,-10.2548,-14.6486,-12.5712
2008-08-12T21:38:56.222Z,22.5730,-8.53443,-17.9017,-10.7811
2008-08-12T21:38:59.233Z,22.7400,-7.57191,-18.3645,-11.0689
2008-08-12T21:39:02.243Z,20.8619,-6.78684,-13.1506,-14.7044
2008-08-12T21:39:05.253Z,22.5751,-6.83000,-10.6057,-18.7218
2008-08-12T21:39:08.264Z,23.8992,-8.12986,-11.7345,-19.1671
2008-08-12T21:39:11.274Z,25.8764,-10.7247,-14.5344,-18.5289
2008-08-12T21:39:14.284Z,26.0086,-11.5923,-15.4325,-17.4328
2008-08-12T21:39:17.294Z,24.9825,-11.2685,-14.9515,-16.5409
2008-08-12T21:39:20.305Z,24.5335,-11.1985,-13.5158,-17.1408
2008-08-12T21:39:23.315Z,22.3821,-10.0828,-10.7607,-16.8376
2008-08-12T21:39:26.325Z,23.4729,-10.5693,-9.96338,-18.4391
2008-08-12T21:39:29.336Z,24.0558,-10.7151,-9.23945,-19.4551
2008-08-12T21:39:32.346Z,24.7935,-10.3638,-9.93257,-20.2152
2008-08-12T21:39:35.356Z,26.3112,-9.99665,-11.7320,-21.3238
2008-08-12T21:39:38.366Z,28.4764,-9.68168,-14.7562,-22.3479
2008-08-12T21:39:41.377Z,27.3756,-6.97154,-16.0785,-21.0310
2008-08-12T21:39:44.387Z,24.2262,-6.11399,-9.85592,-21.2694
2008-08-12T21:39:47.397Z,21.6839,-6.59474,-7.69160,-19.1713
2008-08-12T21:39:50.408Z,17.0795,-6.33698,-5.40981,-14.9092
2008-08-12T21:39:53.418Z,17.8499,-8.67268,-6.02469,-14.3912
2008-08-12T21:39:56.428Z,19.0783,-10.7812,-7.68566,-13.7360
2008-08-12T21:39:59.438Z,17.7329,-8.53584,-6.76053,-13.9961
2008-08-12T21:40:02.449Z,16.6566,-7.23263,-6.28057,-13.6266
2008-08-12T21:40:05.459Z,12.2924,-2.98330,-1.57427,-11.8205
2008-08-12T21:40:08.469Z,7.54404,-1.23766,-2.12962,-7.13060
2008-08-12T21:40:11.480Z,8.70778,-0.887547,-3.27236,-8.02056
2008-08-12T21:40:14.490Z,13.0324,-2.41377,-3.40151,-12.3469
2008-08-12T21:40:17.500Z,17.1310,-5.69690,-3.12181,-15.8515
2008-08-12T21:40:20.510Z,19.5181,-5.70729,-1.79123,-18.5789
2008-08-12T21:40:23.521Z,23.4083,-4.33285,4.97688,-22.4590
2008-08-12T21:40:26.531Z,23.9403,-4.73721,7.98524,-22.0666
2008-08-12T21:40:29.541Z,21.0721,-5.16759,7.67485,-18.9321
2008-08-12T21:40:32.551Z,18.0626,-4.93305,3.58772,-17.0015
2008-08-12T21:40:35.562Z,17.2960,-4.05379,4.27230,-16.2624
2008-08-12T21:40:38.572Z,14.3035,-3.44118,3.66425,-13.3911
2008-08-12T21:40:41.582Z,12.4237,-1.29635,3.71171,-11.7852
2008-08-12T21:40:44.593Z,8.41876,0.370049,1.73776,-8.22914
2008-08-12T21:40:47.603Z,7.30414,0.627863,1.39477,-7.14218
2008-08-12T21:40:50.613Z,7.83183,2.70332,4.30087,-5.96088
2008-08-12T21:40:53.623Z,9.22786,1.78405,5.20155,-7.41044
2008-08-12T21:40:56.634Z,8.30290,0.323245,4.98032,-6.63551
2008-08-12T21:40:59.644Z,9.45813,0.820049,5.44775,-7.68803
2008-08-12T21:41:02.654Z,11.4924,0.751285,5.66567,-9.97048
2008-08-12T21:41:05.665Z,12.1706,0.0290586,5.17030,-11.0178
2008-08-12T21:41:08.675Z,13.1929,-0.260238,6.20886,-11.6377
2008-08-12T21:41:11.685Z,14.6940,-1.77841,5.50927,-13.5055
2008-08-12T21:41:14.695Z,14.3236,-3.84283,4.71186,-12.9691
2008-08-12T21:41:17.706Z,13.7209,-0.828221,6.13056,-12.2471
2008-08-12T21:41:20.716Z,10.6623,-2.39107,2.69310,-10.0356
2008-08-12T21:41:23.726Z,9.47760,-1.16308,1.23809,-9.32412
2008-08-12T21:41:26.737Z,9.68470,-1.85188,2.80684,-9.08216
2008-08-12T21:41:29.747Z,8.31944,-1.06439,2.66064,-7.81032
2008-08-12T21:41:32.757Z,7.67530,-0.655407,2.10487,-7.35188
2008-08-12T21:41:35.767Z,10.7374,-1.12742,3.84119,-9.96322
2008-08-12T21:41:38.778Z,14.9133,-2.20954,5.62312,-13.6347
2008-08-12T21:41:41.788Z,9.79421,-5.09178,2.43523,-8.00437
2008-08-12T21:41:44.798Z,7.40705,-1.68570,-1.45465,-7.06447
2008-08-12T21:41:47.809Z,8.11190,-1.13071,1.59460,-7.87284
2008-08-12T21:41:50.819Z,10.5428,0.801096,3.73073,-9.82808
2008-08-12T21:41:53.829Z,13.1404,-3.08976,4.48644,-11.9580
2008-08-12T21:41:56.839Z,15.3937,-3.61957,3.46207,-14.5561
2008-08-12T21:41:59.850Z,23.8519,-11.5726,0.914519,-20.8363
2008-08-12T21:42:02.860Z,23.7870,-12.0595,-2.79404,-20.3122
2008-08-12T21:42:05.870Z,18.3077,-9.71787,-4.02050,-14.9857
2008-08-12T21:42:08.881Z,9.44296,-5.05580,-1.98186,-7.72532
2008-08-12T21:42:11.891Z,9.51547,-0.882470,-4.32792,-8.42820
2008-08-12T21:42:14.901Z,17.5318,-4.58922,-5.51151,-15.9977
2008-08-12T21:42:17.911Z,23.2444,-9.81313,-20.9959,-1.78188
2008-08-12T21:42:20.922Z,22.6523,-2.71831,-19.8471,10.5749
2008-08-12T21:42:23.932Z,14.0252,-1.27342,-12.3412,6.54065
2008-08-12T21:42:26.942Z,23.4145,-0.231594,-20.4630,11.3775
2008-08-12T21:42:29.953Z,20.8305,6.13221,-17.9664,8.57406
2008-08-12T21:42:32.963Z,19.7617,7.57132,-16.2183,-8.37641
2008-08-12T21:42:35.973Z,28.7055,6.05903,-3.63564,-27.8222
2008-08-12T21:42:38.983Z,27.6154,2.32959,-0.0989156,-27.5168
2008-08-12T21:42:41.994Z,27.4633,0.533727,2.00931,-27.3845
2008-08-12T21:42:45.004Z,26.0776,0.258467,6.62947,-25.2195
2008-08-12T21:42:48.014Z,26.9555,-1.34728,5.66368,-26.3193
2008-08-12T21:42:51.025Z,22.4954,-2.11878,10.1183,-19.9794
2008-08-12T21:42:54.035Z,17.8977,-3.34982,14.5650,-9.84714
2008-08-12T21:42:57.045Z,17.9536,-1.99339,17.4257,-3.83429
2008-08-12T21:43:00.055Z,10.6670,-1.54680,10.0860,-3.10902
2008-08-12T21:43:03.066Z,3.86397,0.0986782,3.84877,0.327822
2008-08-12T21:43:06.076Z,3.52398,1.63391,3.05798,-0.630508
2008-08-12T21:43:09.086Z,5.68774,1.66076,5.30706,-1.19470
2008-08-12T21:43:12.097Z,8.14425,0.373268,8.10587,-0.695981
2008-08-12T21:43:15.107Z,11.1606,2.39074,10.6671,-2.24847
2008-08-12T21:43:18.117Z,9.64796,1.68861,9.41191,-1.28363
2008-08-12T21:43:21.127Z,8.86814,1.70008,8.54697,-1.64404
2008-08-12T21:43:24.138Z,7.16656,1.67291,6.67571,-1.99896
2008-08-12T21:43:27.148Z,7.21180,1.43150,6.82843,-1.82580
2008-08-12T21:43:30.158Z,6.92094,2.12995,6.38264,-1.62007
2008-08-12T21:43:33.169Z,7.61238,1.99625,7.03237,-2.12347
2008-08-12T21:43:36.179Z,13.8961,2.84108,13.4368,-2.11706
2008-08-12T21:43:39.189Z,13.1412,3.28049,12.4681,-2.54441
2008-08-12T21:43:42.199Z,12.4072,4.89829,11.3140,-1.39229
2008-08-12T21:43:45.210Z,14.0477,4.90232,12.6607,-3.60712
2008-08-12T21:43:48.220Z,8.86770,3.82765,7.03400,-3.80895
2008-08-12T21:43:51.230Z,7.07253,1.41116,5.07715,-4.71720
2008-08-12T21:43:54.240Z,9.79673,4.69119,7.09753,-4.85733
2008-08-12T21:43:57.251Z,16.2481,8.30977,11.5140,-7.89792
2008-08-12T21:44:00.261Z,12.7184,6.29202,9.28769,-5.99216
2008-08-12T21:44:03.271Z,11.8359,4.26041,9.24732,-6.03536
2008-08-12T21:44:06.282Z,9.65165,2.61605,8.71806,-3.21030
2008-08-12T21:44:09.292Z,12.0369,2.84345,9.63404,-6.63228
2008-08-12T21:44:12.302Z,9.20177,3.40267,6.53162,-5.51655
2008-08-12T21:44:15.312Z,9.67507,2.49147,6.29690,-6.91004
2008-08-12T21:44:18.323Z,10.8281,2.39270,7.49602,-7.43857
2008-08-12T21:44:21.333Z,12.4896,2.51469,8.63342,-8.66780
2008-08-12T21:44:24.343Z,14.6220,3.14554,9.21387,-10.9093
2008-08-12T21:44:27.354Z,14.0689,2.38593,6.61860,-12.1834
2008-08-12T21:44:30.364Z,15.3068,3.15600,8.16286,-12.5581
2008-08-12T21:44:33.374Z,13.2814,1.18719,7.24829,-11.0657
2008-08-12T21:44:36.384Z,20.0053,-2.58902,11.5261,-16.1449
2008-08-12T21:44:39.395Z,18.8067,-1.36012,7.62201,-17.1391
2008-08-12T21:44:42.405Z,16.1236,-2.49207,1.14468,-15.8886
2008-08-12T21:44:45.415Z,17.9724,-3.38623,6.18822,-16.5301
2008-08-12T21:44:48.426Z,27.3333,-4.42937,6.91786,-26.0698
2008-08-12T21:44:51.436Z,27.7989,-5.14416,8.07060,-26.0995
2008-08-12T21:44:54.446Z,19.1989,-3.46429,4.06868,-18.4402
2008-08-12T21:44:57.456Z,13.5846,-1.51100,3.59304,-13.0133
2008-08-12T21:45:00.467Z,11.1328,-1.30151,4.03519,-10.2938
2008-08-12T21:45:03.477Z,10.9733,-1.42004,5.49815,-9.38979
2008-08-12T21:45:06.487Z,14.8523,-0.968067,6.86490,-13.1350
2008-08-12T21:45:09.498Z,15.3573,-1.24530,6.98516,-13.6199
2008-08-12T21:45:12.508Z,9.15329,-1.09462,3.19012,-8.50927
2008-08-12T21:45:15.518Z,6.90860,-0.390693,-0.295718,-6.89120
2008-08-12T21:45:18.528Z,8.40136,1.19352,0.370335,-8.30790
2008-08-12T21:45:21.539Z,9.74063,0.995055,0.465253,-9.67849
2008-08-12T21:45:24.549Z,11.9766,-0.966185,1.97541,-11.7729
2008-08-12T21:45:27.559Z,13.4781,-1.11873,3.73617,-12.9015
2008-08-12T21:45:30.570Z,23.8479,-1.34098,6.95137,-22.7729
2008-08-12T21:45:33.580Z,30.9088,-3.89715,5.37859,-30.1867
2008-08-12T21:45:36.590Z,29.9550,-8.94288,5.40306,-28.0737
2008-08-12T21:45:39.600Z,22.9127,-7.55864,3.25502,-21.3838
2008-08-12T21:45:42.611Z,13.7632,-4.79827,0.981884,-12.8622
2008-08-12T21:45:45.621Z,21.0000,-4.87439,1.91027,-20.3370
2008-08-12T21:45:48.631Z,31.6879,-6.17158,2.29093,-30.9965
2008-08-12T21:45:51.642Z,30.9276,-5.61752,1.57660,-30.3723
2008-08-12T21:45:54.652Z,24.9359,-4.86363,0.00739384,-24.4569
2008-08-12T21:45:57.662Z,15.0194,-3.00560,0.901623,-14.6880
2008-08-12T21:46:00.672Z,9.74410,-2.44809,0.219734,-9.42900
2008-08-12T21:46:03.683Z,9.06513,-2.42039,-0.180258,-8.73417
2008-08-12T21:46:06.693Z,9.54718,-1.65759,0.0114846,-9.40218
2008-08-12T21:46:09.703Z,9.54380,-1.02677,0.233361,-9.48553
2008-08-12T21:46:12.714Z,11.6794,-4.23841,2.18406,-10.6618
2008-08-12T21:46:15.724Z,11.3692,-2.99412,-3.02876,-10.5414
2008-08-12T21:46:18.734Z,9.62137,-2.29331,-3.95854,-8.46413
2008-08-12T21:46:21.744Z,9.59247,-3.71481,-8.68550,-1.66667
2008-08-12T21:46:24.755Z,13.1729,-3.80049,-12.3619,-2.50266
2008-08-12T21:46:27.765Z,14.3147,-3.00493,-13.8120,-2.26022
2008-08-12T21:46:30.775Z,15.2238,-3.29203,-14.3813,-3.75572
2008-08-12T21:46:33.786Z,17.9323,-1.38094,-17.7820,-1.86028
2008-08-12T21:46:36.796Z,14.4587,-1.91825,-14.1212,-2.44276
2008-08-12T21:46:39.806Z,14.5025,-1.62661,-13.4893,-5.07112
2008-08-12T21:46:42.816Z,15.3579,-2.66380,-14.9127,-2.52638
2008-08-12T21:46:45.827Z,15.0260,-5.93306,-13.1843,-4.09324
2008-08-12T21:46:48.837Z,13.3134,-3.87389,-12.2122,-3.61968
2008-08-12T21:46:51.847Z,15.2394,-2.72436,-14.4775,-3.90114
2008-08-12T21:46:54.858Z,14.2657,-2.77221,-13.6455,-3.10264
2008-08-12T21:46:57.868Z,11.7538,-2.44988,-11.3311,-1.93796
2008-08-12T21:47:00.878Z,8.93655,-1.82527,-8.66462,1.20613
2008-08-12T21:47:03.888Z,6.66635,2.09052,-4.84811,4.07011
2008-08-12T21:47:06.899Z,3.84646,1.14195,-3.40756,1.37105
2008-08-12T21:47:09.909Z,3.41579,0.829373,-2.44781,2.23338
2008-08-12T21:47:12.919Z,2.97495,-0.156071,-2.55468,1.51644
2008-08-12T21:47:15.930Z,4.03658,-0.264867,-3.76093,1.44195
2008-08-12T21:47:18.940Z,5.36580,-0.171254,-4.99606,1.94983
2008-08-12T21:47:21.950Z,8.85381,0.191509,-8.28748,3.10982
2008-08-12T21:47:24.960Z,8.25500,-0.272900,-8.22430,0.656832
2008-08-12T21:47:27.971Z,9.30549,-1.95648,-9.09703,-0.0914936
2008-08-12T21:47:30.981Z,6.91329,-0.990922,-6.83939,-0.185520
2008-08-12T21:47:33.991Z,7.67387,-1.35946,-7.36720,-1.66267
2008-08-12T21:47:37.002Z,5.79386,-0.312938,-5.60595,-1.42975
2008-08-12T21:47:40.012Z,3.35871,-0.679838,-3.16431,-0.897732
2008-08-12T21:47:43.022Z,4.19048,-2.04556,-3.41945,-1.29737
2008-08-12T21:47:46.032Z,4.33969,-2.36684,-3.39221,-1.31298
2008-08-12T21:47:49.043Z,5.23305,-2.39560,-3.96887,-2.42775
2008-08-12T21:47:52.053Z,8.34316,-3.57054,-6.80084,-3.25701
2008-08-12T21:47:55.063Z,11.1164,-3.30553,-10.5896,-0.713629
2008-08-12T21:47:58.074Z,15.0941,-3.29444,-14.7259,0.356084
2008-08-12T21:48:01.084Z,14.9613,-3.08650,-14.2700,3.26811
2008-08-12T21:48:04.094Z,10.0947,-3.28657,-9.33148,2.00613
2008-08-12T21:48:07.104Z,9.13936,-3.62127,-7.99282,2.55522
2008-08-12T21:48:10.115Z,12.9394,-5.35461,-10.9604,4.31559
2008-08-12T21:48:13.125Z,9.84628,-2.50869,-9.05750,2.93553
2008-08-12T21:48:16.135Z,7.41698,-3.23611,-6.67243,-0.133279
2008-08-12T21:48:19.145Z,10.3544,-4.60843,-9.23561,-0.823961
2008-08-12T21:48:22.156Z,13.3306,-4.92636,-11.4481,-4.73053
2008-08-12T21:48:25.166Z,15.8376,-4.78228,-12.1668,-8.94023
2008-08-12T21:48:28.176Z,14.6611,-6.26547,-9.88294,-8.83279
2008-08-12T21:48:31.187Z,12.6363,-5.98961,-9.68097,-5.48453
2008-08-12T21:48:34.197Z,12.1385,-5.02151,-9.98501,-4.73575
2008-08-12T21:48:37.207Z,8.46070,-0.610421,-6.60469,-5.25251
2008-08-12T21:48:40.217Z,4.56396,-1.38769,-2.38306,-3.63662
2008-08-12T21:48:43.228Z,4.48551,-2.73554,-1.89445,-3.00793
2008-08-12T21:48:46.238Z,4.26922,-1.18742,-3.45339,-2.21141
2008-08-12T21:48:49.248Z,4.78666,-1.49456,-3.96106,-2.23348
2008-08-12T21:48:52.259Z,6.51423,-3.08605,-4.78117,-3.17047
2008-08-12T21:48:55.269Z,8.39128,-4.27012,-6.24041,-3.63825
2008-08-12T21:48:58.279Z,9.89764,-4.70534,-7.58426,-4.27808
2008-08-12T21:49:01.289Z,9.86486,-4.58199,-6.82636,-5.45176
2008-08-12T21:49:04.300Z,11.8595,-6.31068,-8.96850,-4.51556
2008-08-12T21:49:07.310Z,15.4404,-9.25793,-11.6072,-4.23895
2008-08-12T21:49:10.320Z,16.2113,-10.4868,-12.2447,-1.70237
2008-08-12T21:49:13.331Z,16.8516,-10.6810,-13.0343,0.000690937
2008-08-12T21:49:16.341Z,18.8875,-11.9055,-14.6539,-0.511228
2008-08-12T21:49:19.351Z,20.6336,-12.0933,-16.6258,-1.75464
2008-08-12T21:49:22.361Z,19.1476,-10.0975,-15.8487,-3.67285
2008-08-12T21:49:25.372Z,15.8088,-5.99771,-13.5825,-5.42773
2008-08-12T21:49:28.382Z,10.7024,-3.94190,-9.06691,-4.09800
2008-08-12T21:49:31.392Z,9.01920,-4.97847,-5.97929,-4.56168
2008-08-12T21:49:34.403Z,9.90967,-7.11762,-5.30250,-4.40732
2008-08-12T21:49:37.413Z,9.08565,-6.63703,-5.53474,-2.80455
2008-08-12T21:49:40.423Z,11.4321,-7.20418,-8.87527,-0.147101
2008-08-12T21:49:43.433Z,11.8856,-6.58427,-9.88824,-0.371835
2008-08-12T21:49:46.444Z,6.20420,-3.07678,-5.34304,-0.691000
2008-08-12T21:49:49.454Z,6.37151,-3.38208,-5.32757,0.880141
2008-08-12T21:49:52.464Z,9.17369,-3.65914,-8.22009,1.78811
2008-08-12T21:49:55.475Z,11.2466,-3.47575,-10.6160,1.30615
2008-08-12T21:49:58.485Z,15.1978,-4.86555,-14.3377,-1.31616
2008-08-12T21:50:01.495Z,14.5675,-3.64762,-14.0470,1.25972
2008-08-12T21:50:04.505Z,13.5511,-1.99479,-13.2584,1.96692
2008-08-12T21:50:07.516Z,16.0434,-3.20956,-15.6456,1.51735
2008-08-12T21:50:10.526Z,16.8461,-3.31560,-15.9642,-4.23595
2008-08-12T21:50:13.536Z,15.1755,-3.21519,-14.0189,-4.84012
2008-08-12T21:50:16.547Z,9.69995,-1.85962,-7.90540,-5.30429
2008-08-12T21:50:19.557Z,9.69837,-2.19826,-6.99310,-6.35000
2008-08-12T21:50:22.567Z,9.41805,-1.42010,-7.50083,-5.51548
