Vswe,Tswe,nswe,BmagMFI,BxMFI,ByMFI,BzMFI,Vmom,Tmom,nmom,BmagFGM,BxFGM,ByFGM,BzFGM,MPAUSEdistance,BowShockDistance,DynamicPressure
553.7128358035683,108074.26000000001,1.8285999999999998,1.7628,-0.28195000000000003,0.20470000000000002,-1.6460000000000001,136.0482694338013,9208953.347027492,7.688687062,8.933723700000002,-1.3491293434999998,1.6623328299999998,-9.5282807,9.563539258768284,12.193512554929564,1.8726325792871314
550.7054878719864,111880.0,1.8237199999999998,1.6355,0.40004999999999996,0.36330000000000007,-1.2783000000000002,152.47709514114695,9128982.417396737,7.99360023,6.9740983,-1.376507057,4.1979503000000005,-8.8372311,9.585171573388788,12.221093756070706,1.8473646867247233
547.1235217231781,115162.4,1.8310600000000001,1.8023500000000001,0.8605,0.31659999999999994,-1.3685500000000002,148.23296562831945,9266386.78761244,8.166908265999998,7.449796300000003,-2.430591749,-2.5970273199999996,-6.26292492,9.60139275708685,12.241775765285734,1.8308791587215336
550.8002714359747,121204.4,1.88766,1.7244499999999998,1.16925,-0.06105000000000001,-1.1027999999999998,148.17785914641576,8733431.220981319,8.503845376000001,6.2668843,-2.8912782800000003,-4.240426780000001,-7.1529235,9.530860571454586,12.151847228604598,1.9131243360231331
553.358083436459,109754.06000000001,1.8133199999999998,1.3922,1.0138000000000003,-0.16335,-0.7624,133.14009724160965,8312336.332452787,8.738701380999998,15.024952000000003,-2.0448831760000004,-5.4570818,-1.2663591699999994,9.583411041851026,12.21884907836006,1.8547162117450906
550.1426933418595,107418.6,1.8953,1.3375,0.006549999999999967,-0.34485,-0.5443,135.99429067795828,7741171.719278174,8.623581289999999,10.021567,-2.166288324,-7.117648378,0.49759832243,9.531614881837475,12.15280897434278,1.9165033082097982
547.0587801360377,109971.8,1.9029800000000001,1.4361000000000002,-1.2406499999999998,-0.6368500000000001,0.2173,133.96074584031146,9134601.06681948,7.356258027,8.316321499999999,-2.6230062740000006,-7.0404739,-1.7198536960000002,9.541689473198415,12.165654078327979,1.90200900895251
547.2782468465659,111625.4,1.88844,1.32015,-0.85815,-0.81975,0.1673,101.1340154878491,8850907.813728362,7.932056072999998,3.37703322,-2.453546739,-4.903403900000001,-3.95577263,9.550532765553259,12.176929276080406,1.8890633449184424
546.9865974135572,101351.9,1.8222200000000002,1.50625,-1.4071,-0.1855,-0.037649999999999996,132.5224118538438,8424723.24142819,7.891872687999999,7.136355600000002,-1.847833687,-2.9902564529999998,-3.5744593410000007,9.608302834033953,12.250586113393291,1.8209381014504378
544.9680126525436,102304.18000000001,1.9074199999999997,1.44535,-1.0476,0.25470000000000004,-0.88925,137.69975497060872,8889709.146507684,7.712229266,5.441873080000001,-0.9415278464,1.4879118349999998,-8.23903095,9.547734797529868,12.173361866850582,1.891579677816684
537.8559813772887,90541.0,1.85554,0.8246,-0.35545000000000004,-0.06684999999999999,-0.5369499999999999,158.5074477429188,8851636.224366568,8.083988474,8.5607437,-1.5465622398999999,-2.827869765,-3.929461592,9.63321485743343,12.282348943227621,1.79286394913821
538.1938207191082,86667.81999999999,1.9337999999999997,1.66555,0.7110000000000001,-0.5155000000000001,-1.3684,132.21898757394513,8004553.617262701,7.926914537,5.464175599999999,0.921743219,1.6986783779999999,-6.451662274,9.565526406460055,12.19604616823657,1.8707802270952605
539.9532535677805,86333.5,1.7971400000000002,1.6291499999999999,0.246,-0.7804500000000001,-1.3324500000000001,147.79226642874863,7206614.278518656,8.509980598999999,6.544552899999999,-2.0350594294,-2.511432408,-8.0609875,9.674923012766367,12.335526841277119,1.7495512859042257
539.5968759554263,84214.23999999999,1.8151199999999998,1.9410000000000003,0.8387499999999999,-0.4766,-1.6305999999999998,136.97318997325428,7537996.52074784,7.0121499279999995,4.4735158,-0.5817299,-2.8062418080000002,-6.239685700000001,9.658675303125424,12.314811011484917,1.7653460055095274
538.9987853127388,83726.86000000002,1.77368,1.97745,0.9686,-0.17135,-1.6871500000000001,166.20302439170524,8520604.17580586,8.114075625,6.193657499999999,-0.9352780922000001,-2.168294752,-4.009951277000001,9.706605788679397,12.375922380566232,1.7218953694676955
536.2756139526094,75237.8,1.57924,1.7876,0.7561500000000001,-0.29925,-1.56395,141.1534274246748,8452890.150854845,7.920793338,7.629951,-0.35998085300000005,-2.0176152099999998,-3.007184105500001,9.905757713400181,12.629841084585232,1.516632663815683
536.0502611616972,55589.81999999999,1.6685000000000003,2.3357,1.4364000000000001,-0.16024999999999998,-1.7980000000000005,147.1825801105166,7985679.632517047,7.770777679,8.3932435,-1.261186558,-1.564564693,-7.9904737,9.81705556458177,12.516745844841754,1.6018284480886282
532.3404745172069,55423.98,1.81114,2.34275,0.76505,-1.7409500000000002,-1.28535,155.74442825186955,8367153.221022162,7.359657327999999,6.0911102,-1.1679223730000001,-0.544594549,-8.406530899999998,9.707306635849744,12.376815960708424,1.7146273056406263
534.4024262820852,63549.96000000001,1.8024200000000001,2.35715,1.0408000000000002,-1.8845499999999997,-0.57295,142.01050103662791,7862054.022902687,6.6835333750000006,7.9723838,-0.8859726410000001,0.408923503,-9.626521299999999,9.707833900263955,12.377488222836543,1.719216599074595
530.785234436416,84839.32,2.08662,2.7887,1.6284000000000003,-2.0563999999999996,-0.9048,160.20425308803618,7777160.5558561515,7.0903636720000005,7.0600239,-1.8453705800000002,-6.301804066,-5.9870505000000005,9.500608085303138,12.113275308761505,1.964664070447089
523.7457751130895,64711.48,2.06332,2.54,2.03235,-0.8167500000000001,-1.1482999999999999,162.0125004419719,7868497.142837262,7.086986422000001,8.915279300000002,-1.702031423,-8.102082300000001,-3.8232164099999997,9.54947950080975,12.175586363532432,1.889797466212972
526.3020715612873,56562.780000000006,2.0781,2.6784,2.2021000000000006,-0.30445,-1.29725,168.47691405867246,7613137.721628758,7.397246805,5.2346699999999995,-1.67465398,-8.8891277,-3.2373240900000004,9.524733127620166,12.14403473771571,1.923748437458911
535.6769184319998,54473.380000000005,2.18146,2.6255,0.9141999999999999,-1.12025,-2.06775,213.87872901767915,8287010.833594832,6.726944937000001,7.7149069,-0.33584982500000005,-6.0634792,-3.1350729902,9.390583964372016,11.97299455457432,2.0913764650810776
521.2326076606676,52353.64,2.05708,2.6063,-0.45630000000000004,-1.3670499999999999,-2.1023,410.7871524290557,9371100.63637387,2.1482201436000006,5.5975661,1.627450386,-0.6787201870000001,-2.01891716,9.56878667971995,12.20020301664294,1.8668187076295069
517.7028889638814,56819.33999999999,2.17494,2.7043500000000003,0.07609999999999997,-1.20395,-2.3457500000000002,485.8384689803428,2038212.0215329218,1.8319577199999997,6.6049794,1.13530953,-1.5036464080000003,-1.87756349,9.504877659972472,12.1187190164649,1.9473365760596633
518.0176381576409,65125.340000000004,2.2291800000000004,2.80925,0.9197000000000001,-0.9949,-2.4104,482.94746786099114,1985647.645046309,1.8365793449999999,4.3468107,1.31243432,-1.1979268099999998,-2.2711772,9.464207923007503,12.06686510183457,1.998248114858071
519.9148759288125,68475.4,2.1273400000000002,2.5009,1.00765,-0.72645,-2.0463,488.60628278364857,1538245.2516093631,1.685441367,5.371055800000001,1.1308093799999999,-1.23656235,-2.3825152000000003,9.525719023327882,12.14529175474305,1.9203949636134887
523.6972994635009,58046.4,2.16284,2.4217500000000003,1.05915,-0.39080000000000004,-2.1065,486.12587503001834,1613843.7533963146,1.7561085989999998,4.4791476,1.22598383,-1.0500475,-2.4455445,9.474728304050831,12.08027858766481,1.9811953568215757
524.0972268093171,62324.780000000006,2.36822,2.47945,1.2521,-0.30415,-2.0602,487.80016136844944,1573038.054901761,1.6693359689999998,6.2279512,0.9772782099999999,-1.33158187,-2.343498,9.337751313478563,11.905632924685168,2.1707344469433365
