BowShockDistance(Re),DynamicPressure(nT)
12.116810662585975,1.9444367460076368
11.811797517240432,2.2658324315952507
11.956591118039821,2.10610239814688
11.892364322517235,2.17527674810649
12.004798224664071,2.055864845917273
12.03457895941144,2.025528440684631
12.109385144161129,1.951601735687008
12.021163086841145,2.039129534875784
12.096380885273641,1.9642240772641903
12.051837095325835,2.0081873803701265
12.061545038593792,1.9985089271336736
11.985964145899331,2.0753239798327163
12.161813488470237,1.9016637000825325
12.026785515328914,2.033416552471627
12.12529772888661,1.9362850056131742
12.313267058505902,1.7655659988245276
12.284752135407478,1.790298137281253
12.093516494756745,1.9670171295901844
12.068898211692371,1.9912143009822956
12.108250832595122,1.9526989592127801
12.002599024690912,2.0581260209103402
12.317054224570224,1.7623113144699307
12.208666469688932,1.8582937816882632
11.884706453922488,2.183700098101209
12.21962430197045,1.848317725909763
12.2020468367908,1.8643507581016832
12.340730953558497,1.7421215172197302
12.369346078796799,1.7180796961016362
12.209105110604517,1.8578932361271396
12.230148264164788,1.8387954396187165
12.002412736001645,2.0583176926106357
12.115817176557265,1.945393594446978
12.102605308255134,1.958170610908428
11.931044186934075,2.1333053618814533
12.247159959152604,1.8235236856534975
12.128016788866162,1.9336818141151195
12.098279817850857,1.9623749883832047
12.009907824646158,2.050622434153213
12.332202258521196,1.7493629175521763
12.145037443375179,1.917478933367467
12.208033989685248,1.858871509060306
12.260708650879348,1.811466532806452
12.130438702871663,1.9313665437967933
12.236547037396425,1.8330336848231958
12.034865722923445,2.025238875484773
12.231372889507696,1.83769109657517
11.9709303402848,2.091011050602123
12.249548967827685,1.8213908934627154
12.145714203141697,1.9168379705614749
12.269281335129962,1.8038856340527487
12.105558310227627,1.9553063284381542
12.141384453386994,1.9209430204181372
11.85004721129587,2.2223029668955303
12.272418121301058,1.8011210008640948
12.25550139532982,1.8160894989091927
12.350487940659834,1.7338800672572376
12.028662068516981,2.031513933691845
12.074082681811213,1.9860897797417174
12.041608571442243,2.0184440476062644
11.896834527805737,2.1703772243798904
12.08474602886641,1.975598023756234
12.235590428944887,1.8338937193064766
12.029575172244527,2.030588898044915
12.1624225674048,1.9010923739543744
11.89567021124743,2.1716521208006196
12.017602421498761,2.042757232567426
11.788650610089686,2.2926574539233644
12.173332103483276,1.8908928867610548
11.952231664342605,2.1107156782378014
12.116685934123005,1.94455684461354
11.999418997721454,2.061400796477707
12.020380770942499,2.0399259337902773
11.958028984770142,2.1045833931040137
12.056287543365467,2.0037436791976804
12.079129097082392,1.9811164883345809
12.102601061620256,1.958174733481517
12.138758174112276,1.9234380016822636
12.130097323938353,1.931692694967834
12.172456904721564,1.8917087637645607
12.190296209369748,1.875159429963427
12.231857195803606,1.8372545722134628
12.12663770350458,1.9350016212873407
11.979598912026294,2.081948984097529
12.114665114219976,1.9465038591882746
12.115726634233056,1.94548082507888
12.330897202385644,1.7504740877719425
12.128044262581865,1.9336555319929194
12.13436769520529,1.9276174315471772
11.901744592439536,2.1650104275880113
12.10704906180056,1.9538622215353032
12.169703412621956,1.8942783016646796
12.135168590140825,1.9268542459378215
12.007509803041705,2.053080841994342
12.152576336396608,1.9103529046353127
12.009402481094938,2.05114021737034
11.779227932976433,2.3036834158242163
11.982387580745046,2.0790434751540072
11.921287919624017,2.1438020768821704
12.007689950961591,2.05289603823643
12.070957123307533,1.9891773524259366
11.927077554023622,2.1375657909609416
12.193895834461415,1.8718406096618834
12.060854239109053,1.999195827054228
12.288026181443163,1.7874379795474542
12.057034766747726,2.002998713855102
12.18322744964122,1.8816967582647532
12.242182170552539,1.8279769836344053
12.30398760137851,1.773570435750902
12.033642170110646,2.0264747191285717
12.369095914702985,1.7182881948887436
12.210654160632506,1.8564795246580714
12.245794223283756,1.8247442579467132
12.133912546485119,1.9280513072072154
12.217336180625505,1.8503956694926167
12.159865663620932,1.9034921371310398
12.211128654551555,1.8560467377952734
12.211183562293082,1.855996663932205
12.183373464909176,1.8815614517874268
12.204549148502629,1.8620584344459787
12.29523395009709,1.7811601456627326
12.086724178278445,1.9736588236744832
12.366347260196955,1.720581000855145
12.219687930739402,1.8482599807441338
12.330573025655234,1.7507502307851301
12.205546431558629,1.861145757548776
12.235373280673148,1.8340890110292003
12.047016599652146,2.0130135450152644
12.192097960510017,1.8734973750735886
12.046644345193291,2.0133867997433206
12.23810395699439,1.831634949254291
11.97074424029724,2.0912061022615904
12.161547202429372,1.9019135437295953
12.357199738040297,1.7282372058268753
12.234104911297933,1.8352302005388679
12.370649299735451,1.7169940063685247
12.26180473975301,1.8104951824930822
12.162827328783727,1.9007128118341068
11.870927931134368,2.1989519494624084
12.298759155833197,1.778099125484977
12.169725716209593,1.8942574717744172
12.27387165597402,1.7998415919225363
12.202598843450538,1.8638447916262157
12.157226267873554,1.9059730303585392
12.25315069321817,1.8181809447198527
11.941422931123617,2.122204686135405
12.106822052162903,1.9540820478507628
12.154397744616242,1.9086358820833587
12.1756664457301,1.888718775275842
12.321670915902782,1.7583532002575486
12.126089221990002,1.935526819124698
12.274550671375643,1.799244282322927
12.180267452907769,1.8844421173097423
12.30957249154319,1.7687478631519118
12.235317064638512,1.8341395727245677
12.253222886501337,1.8181166717430401
12.204551909378791,1.8620559070726457
12.241677501450141,1.8284291856732282
12.138627537477678,1.9235622059519224
12.187594235025315,1.8776551357947222
12.094358150920987,1.9661959545908996
12.318532885344329,1.7610424561865672
12.251338308047849,1.8197953625242234
12.305893645869137,1.7719228372000695
12.213267548375708,1.85409730901615
12.322712328501089,1.7574617807640394
12.12756109780327,1.9341178016769793
12.162801912191373,1.9007366434621067
12.187418266019279,1.877817805702755
12.198129767988545,1.867945729886116
12.304319797180383,1.7732831547483439
12.212492300436796,1.8548036087037159
12.293595111921471,1.7825852810531342
12.466718695334926,1.6391201526006776
12.233640648238294,1.835648118860477
12.471187450454101,1.6355992683031253
12.235597867555947,1.8338870298411067
12.23691053655433,1.832707005935247
12.331166563618265,1.7502446768201798
12.392103142105917,1.6992357350932366
12.378276947590123,1.710655579857867
12.210873177444284,1.856279744352937
12.575673788952422,1.555736961353606
12.103776503304163,1.957034017710625
12.37820497201645,1.7107152624403685
12.611083461113838,1.5297108614809383
12.640149897033423,1.5087261039706592
12.64966248481244,1.5019314871732656
12.692967312882985,1.4714475282677097
12.625997470154108,1.518901328167659
12.54042825804321,1.5821568714991212
12.633997104502532,1.5131399982936224
12.416950772517609,1.6789354286396938
12.537082743696764,1.5846917487342882
12.578497939793746,1.5536423533472148
12.417200663698129,1.6787327114283224
12.306241735882825,1.7716221385576039
12.217234823567996,1.8504877793126933
12.374424055342825,1.7138538398124572
12.469959922019084,1.6365655450775634
12.51621926672939,1.6006072254428125
12.324865599082031,1.7556203140677415
12.537771567486306,1.5841694437361027
12.476479780727352,1.63144090438754
12.500177437736141,1.612971459914405
12.048146729150883,2.011880873267184
12.120761930732094,1.9406366224200366
12.217142232766118,1.8505719273354209
12.412109452868389,1.6828684554640658
12.136002425480779,1.9260600454309784
11.680360501960138,2.423183301584942
12.221304368024851,1.8467937172983337
12.10858250188561,1.9523780599184304
12.189289895888843,1.8760884690142847
12.256676275566132,1.815045246931778
12.102078776296723,1.9586818379020334
12.42527535725822,1.6721976858392489
12.103815313956948,1.9569963668590917
12.081347227537186,1.9789350966993653
12.077359836501962,1.9828584560993554
12.032375953324243,2.0277545817974936
11.961279326769883,2.101154343346804
11.976747959952737,2.0849242843180864
11.978395459464426,2.0832043223011874
12.117653448448287,1.9436254706750937
11.830896578236278,2.2439739047642164
12.1247666973861,1.9367938851395836
12.260726579880068,1.8114506392951688
12.245919853940055,1.8246319407298761
12.147537608893337,1.9151122568498313
12.222064343115123,1.8461048161330738
11.903728898726673,2.162845935821329
12.13487840941509,1.9271307230670418
12.284036528082137,1.7909239920107953
12.205031344198808,1.8616170814370407
12.065919901901792,1.994165147962112
12.234591078980134,1.8347926831873522
12.11593486909287,1.9452802134752663
11.83299171198061,2.241591069560116
12.078067544616191,1.9821614508204608
12.072740304503041,1.98741515724716
12.188587857272106,1.876736916350902
12.171079113188007,1.892993999703783
12.014087549047645,2.0463456622314156
12.311226924095521,1.7673221931722587
12.041477330111972,2.0185760466090836
12.103155117379494,1.9576369494968122
12.08264225266188,1.9776628166716097
11.956876881143321,2.105800407716512
12.141451038398626,1.9208798133470815
12.117267648740729,1.9439967968758618
12.0497699169377,2.0102553347312075
11.967643193396999,2.0944594398515677
12.071443007850313,1.9886970055729196
11.840283522228992,2.2333209406111183
11.599024983011827,2.5269395139498663
12.229136141937618,1.839708735944798
11.965778320844853,2.0964187384313777
12.158670835325344,1.9046147459019735
12.133832222402694,1.9281278888735789
