#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         THEMIS
#     SOURCE_NAME                     THC>Themis Probe C
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       MOM
#     DESCRIPTOR                      L2>L2 DATA
#     DATA_VERSION                    1
#     PI_NAME                         V. Angelopoulos, C.W. Carlson & J. McFadden
#     PI_AFFILIATION                  UCB, NASA NAS5-02099
#     TITLE                           On-Board Moments, ESA and SST
#     TEXT                            THEMIS-C:  On Board moments:  Electron/Ion moments density, flux, velocity,                            
#     TEXT                             pressure and temperature.Moment Data Quality flags (0: good data; non-zero                            
#     TEXT                             flags are totals of values; 1: missing S/C potential, 16: electron density                            
#                                      Gt 2*ion density, 32: ion density Gt 2*electron density, 64: Spacecraft Maneuver).                    
#     INSTRUMENT_TYPE                 Particles (space)
#                                     Plasma and Solar Wind
#     MISSION_GROUP                   THEMIS
#                                     ARTEMIS
#     LOGICAL_SOURCE                  thc_l2_mom
#     LOGICAL_FILE_ID                 thc_l2_mom_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      THEMIS-C (P2/ARTEMIS-P2):  On Board moments:  Electron/Ion moments density,                            
#                                      flux, velocity, pressure and temperature.                                                             
#     RULES_OF_USE                    Open Data for Scientific Use
#     GENERATED_BY                    THEMIS SOC
#     GENERATION_DATE                 Fri May 29 11:49:04 2009
#     ACKNOWLEDGEMENT                 NASA Contract NAS5-02099
#     ADID_REF                        NSSD0110
#     LINK_TEXT                       MOM
#                                     ESA
#                                     MOM
#     LINK_TITLE                      Data Quality Flags
#                                     Instrument description including data modes, products and caveats
#                                     Processing history and the THEMIS mission website including TDAS s/w
#     HTTP_LINK                       http://themis.ssl.berkeley.edu/mom_flag.shtml
#                                     http://themis.ssl.berkeley.edu/instrument_esa.shtml
#                                     http://themis.ssl.berkeley.edu/mom_proc_history.shtml
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     CAVEATS                         See THEMIS website for caveats
#     VALIDATE                        Compatible with the ISTP CDF Standards
#     INST_MOD                        THM>xxxx
#     INST_SETTINGS                   Not used
#     SOFTWARE_VERSION                23185
#     SPASE_DATASETRESOURCEID         spase://VSPO/NumericalData/THEMIS/C/MOM/PT3S
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. thc_peim_epoch
#  2. (All qualities data) ESA On Board Moment (MOM) Ion Density, THEMIS-C
#  3. -----Ion Velocity Vector in GSM
#  4. -----Ion Temperature, Field Aligned (TprpFA1, TprpFA2, TparFA)
#       NOTES:  3d temperatures around magnetic axis (Z) and normal axes (X,Y), where Y is Z direction crosed into Sun direction, and X completes orthogonal system.
#
UT__yyyy-mm-ddThh:mm:ss.sssZ,N_ION_MOM_ESA-C__cm^-3_(All_Qs),VX_ION_GSM_MOM_ESA-C_(@_1_)_km/s_(All_Qs),VY_ION_GSM_MOM_ESA-C_(@_2_)_km/s_(All_Qs),VZ_ION_GSM_MOM_ESA-C_(@_3_)_km/s_(All_Qs),TX_ION_FA_MOM_ESA-C_(@_1_)_eV_(All_Qs),TY_ION_FA_MOM_ESA-C_(@_2_)_eV_(All_Qs),TZ_ION_FA_MOM_ESA-C_(@_3_)_eV_(All_Qs)
2008-08-12T20:00:01.756Z,0.27681157,-2.8813377,-16.564400,10.104112,2155.4144,2365.9114,1954.6636
2008-08-12T20:00:04.766Z,0.36422570,12.104740,-4.7217423,4.5822190,1793.3386,1858.7602,1477.5754
2008-08-12T20:00:07.776Z,0.33508765,0.59670615,2.3990665,4.5780940,1783.0305,1923.3409,1567.9480
2008-08-12T20:00:10.787Z,0.30594959,0.61661564,1.0438771,5.2375022,1969.4277,2093.7293,1624.1320
2008-08-12T20:00:13.797Z,0.33508765,-0.92794475,1.2282321,-0.33723033,2007.5332,1865.0501,1539.4458
2008-08-12T20:00:16.807Z,0.33508765,-14.600992,-3.8060487,-0.11357464,1917.4313,1895.8576,1546.8587
2008-08-12T20:00:19.818Z,0.33508765,0.85930640,5.9778599,-1.7732832,1845.0846,2041.2759,1562.5309
2008-08-12T20:00:22.828Z,0.30594955,24.561824,-12.334943,1.1559332,2115.4344,2187.9898,1757.8457
2008-08-12T20:00:25.838Z,0.30594955,3.7882717,4.1353879,-8.7254770,2021.1447,2050.1502,1740.8487
2008-08-12T20:00:28.848Z,0.33508761,11.154648,4.1306359,8.4733437,1871.8103,1820.6823,1434.0990
2008-08-12T20:00:31.859Z,0.33508761,10.794238,7.0688617,0.17565685,1856.4456,1942.0748,1587.4547
2008-08-12T20:00:34.869Z,0.30594955,15.956863,7.5705035,-11.358129,2045.3083,2043.5944,1608.8797
2008-08-12T20:00:37.879Z,0.27681150,8.2568891,-19.969159,3.0422811,2119.5879,2207.6662,1771.3693
2008-08-12T20:00:40.890Z,0.30594955,8.3255751,2.9965540,4.8806838,2059.8060,2083.8490,1727.3150
2008-08-12T20:00:43.900Z,0.33508757,-1.4825485,-10.501790,-9.4576120,2010.7260,2094.9967,1615.0631
2008-08-12T20:00:46.910Z,0.33508757,2.5623954,-1.2994804,-3.4123918,1805.1034,1938.2937,1502.4606
2008-08-12T20:00:49.920Z,0.33508757,10.655460,-2.9342544,4.7868955,1923.4895,1969.6437,1567.0925
2008-08-12T20:00:52.931Z,0.30594952,16.416516,0.37623597,3.6192292,2069.3877,2071.1984,1742.1949
2008-08-12T20:00:55.941Z,0.33508757,9.4256616,-0.12147141,2.8180779,1872.1253,1936.7534,1532.8948
2008-08-12T20:00:58.951Z,0.33508757,6.6471765,-3.2634529,0.69449387,1979.5837,1983.9391,1506.1078
2008-08-12T20:01:01.962Z,0.30594948,2.9802807,0.55009784,7.2593341,2093.4813,2027.4495,1573.5509
2008-08-12T20:01:04.972Z,0.30594948,1.3748878,1.6282980,1.8204766,2047.8079,2302.8068,1635.8825
2008-08-12T20:01:07.982Z,0.27681143,12.791781,-9.7061488,-3.3389542,2260.1594,2488.7210,1871.9983
2008-08-12T20:01:10.992Z,0.33508753,4.3641568,-10.873834,-0.10758384,1961.8488,1841.4427,1538.4746
2008-08-12T20:01:14.003Z,0.30594948,-2.6399376,-1.3575060,8.5648449,2154.1245,2038.2137,1780.7891
2008-08-12T20:01:17.013Z,0.30594948,-4.5636435,-4.2962788,-5.7415189,2058.0889,2185.7807,1668.4327
2008-08-12T20:01:20.023Z,0.39336357,-7.2991163,0.19677481,4.5407583,1652.9472,1711.7536,1334.2496
2008-08-12T20:01:23.034Z,0.30594944,6.6389245,3.9807954,12.531857,2065.6978,2140.6398,1793.1615
2008-08-12T20:01:26.044Z,0.24767336,-2.5528880,-0.71417647,9.4292781,2649.5805,2557.1165,2153.0000
2008-08-12T20:01:29.054Z,0.30594944,0.78197712,-9.6511888,7.2211335,2014.8517,2241.1233,1747.0477
2008-08-12T20:01:32.064Z,0.33508749,-5.4925374,11.130911,-9.8242563,2108.9608,2117.2392,1610.9457
2008-08-12T20:01:35.075Z,0.36422553,-1.4565297,7.4791167,-7.9619829,1832.7919,1836.3707,1441.1313
2008-08-12T20:01:38.085Z,0.39336357,-8.6012907,31.646680,2.2015413,1730.4578,1710.9175,1394.9341
2008-08-12T20:01:41.095Z,0.33508745,-16.652996,11.840502,6.7746430,1888.9878,2039.9163,1567.0089
2008-08-12T20:01:44.106Z,0.30594941,-20.155528,3.6029627,9.4388928,2221.8115,2202.0471,1763.6942
2008-08-12T20:01:47.116Z,0.33508745,-6.5696128,9.2107683,1.1710604,1973.2268,1890.5725,1581.3333
2008-08-12T20:01:50.126Z,0.33508745,-0.93809656,10.226550,7.4633438,2079.9302,1954.5334,1541.9237
2008-08-12T20:01:53.136Z,0.33508745,-10.648533,10.991511,-5.6752625,1932.8909,2003.8785,1537.9074
2008-08-12T20:01:56.147Z,0.30594941,-0.80161819,-6.2038361,-4.1953577,2116.1881,2085.7780,1711.9428
2008-08-12T20:01:59.157Z,0.33508741,4.5467089,12.490494,-0.10342605,1873.0114,1941.6901,1581.6324
2008-08-12T20:02:02.167Z,0.30594937,-3.4081182,13.391767,6.5392697,2090.1883,2127.4385,1676.3214
2008-08-12T20:02:05.178Z,0.33508741,-1.3713146,14.024222,-2.9271858,1918.4667,2021.1170,1598.0211
2008-08-12T20:02:08.188Z,0.33508741,-12.379138,5.8675485,-0.42652276,1837.4915,1757.7372,1484.6093
2008-08-12T20:02:11.198Z,0.30594937,2.8857380,9.3089010,-5.1197126,2164.9893,2130.5353,1596.4231
2008-08-12T20:02:14.208Z,0.30594937,-2.7245462,-5.9602701,1.4923471,2095.4088,2046.3882,1629.4609
2008-08-12T20:02:17.219Z,0.30594937,-14.071669,2.7111705,-5.4480071,1966.8932,2050.9396,1641.2382
2008-08-12T20:02:20.229Z,0.33508737,-16.159350,26.341075,-5.3999965,1812.8840,1841.5381,1400.5099
2008-08-12T20:02:23.239Z,0.30594933,-1.2088434,13.745566,-2.4020041,2101.5778,2079.5375,1628.5929
2008-08-12T20:02:26.250Z,0.30594933,-1.4130473,15.037526,3.1917384,2074.7323,2231.5423,1658.5914
2008-08-12T20:02:29.260Z,0.30594933,0.0055027437,11.859739,-4.1142685,1986.1813,1904.1081,1683.4176
2008-08-12T20:02:32.270Z,0.33508737,-6.9252657,11.892898,-0.49810578,1847.0750,1794.4139,1513.9748
2008-08-12T20:02:35.280Z,0.33508737,-0.067314483,6.0290054,-1.2011243,1820.3293,1923.6611,1525.8118
2008-08-12T20:02:38.291Z,0.30594930,6.7924963,8.7527598,-18.213606,1980.4524,1890.1244,1593.7905
2008-08-12T20:02:41.301Z,0.33508733,2.7057176,16.602634,3.6984628,1901.0094,1926.8280,1552.6315
2008-08-12T20:02:44.311Z,0.33508733,6.6622370,17.671781,-4.0092323,1945.9412,1951.0838,1527.8663
2008-08-12T20:02:47.322Z,0.33508733,5.1429758,14.505579,-7.4276007,1816.7089,1978.3895,1568.2063
2008-08-12T20:02:50.332Z,0.36422535,-2.8484795,15.320538,-6.9252165,1637.6659,1887.7970,1405.5607
2008-08-12T20:02:53.342Z,0.33508733,0.99910229,0.27263369,-2.3016556,1947.9689,1760.5967,1572.2955
2008-08-12T20:02:56.352Z,0.30594926,-6.6465316,12.462450,13.839547,1981.5217,2078.8783,1678.6886
2008-08-12T20:02:59.363Z,0.36422531,-4.0824097,7.5438123,-2.9759710,1756.8924,1828.5278,1447.6577
2008-08-12T20:03:02.373Z,0.33508729,6.0562346,9.7171634,4.4198435,1822.8013,1850.3100,1459.5865
2008-08-12T20:03:05.383Z,0.33508729,-5.2648804,10.055206,-3.1072635,1816.0963,1826.2578,1519.1094
2008-08-12T20:03:08.394Z,0.33508729,-8.1510928,2.5206328,-13.960834,1661.3343,1863.4911,1437.9092
2008-08-12T20:03:11.404Z,0.33508729,-17.498631,7.5668838,-0.12066191,1871.2537,1813.8079,1521.4786
2008-08-12T20:03:14.414Z,0.36422531,-0.63389820,0.34467382,2.2037187,1690.2996,1741.4057,1389.2018
2008-08-12T20:03:17.424Z,0.30594922,-2.1677169,0.14234393,-12.242801,2005.3025,1992.4034,1660.3271
2008-08-12T20:03:20.435Z,0.33508725,-11.431269,10.409248,-7.1586166,1932.0115,1964.3150,1588.5439
2008-08-12T20:03:23.445Z,0.33508725,-2.6845738,-0.88136551,-0.83599691,1865.8818,1831.6074,1521.8444
2008-08-12T20:03:26.455Z,0.33508725,-14.109210,9.4458285,-0.48318989,1768.8035,1717.3476,1470.8159
2008-08-12T20:03:29.466Z,0.30594922,6.8627996,-3.4581070,0.88797994,2022.4455,2002.2623,1616.8492
2008-08-12T20:03:32.476Z,0.30594922,-1.1805090,14.261622,-7.2181207,1989.3679,1981.1028,1687.6234
2008-08-12T20:03:35.486Z,0.33508721,-8.3072314,-0.55924270,-6.8005736,1848.0796,1918.8251,1548.7655
2008-08-12T20:03:38.496Z,0.30594919,-7.1054540,-8.0826411,-0.10874365,1864.0436,2017.4951,1614.3741
2008-08-12T20:03:41.507Z,0.33508721,0.075276520,12.293696,-3.1951292,1744.4154,1926.9052,1504.8274
2008-08-12T20:03:44.517Z,0.36422522,4.2530473,2.3997539,-6.7768173,1673.6628,1697.3959,1358.8828
2008-08-12T20:03:47.527Z,0.33508721,-2.7666781,6.2675902,-0.057677529,1709.7453,1862.0182,1451.2726
2008-08-12T20:03:50.538Z,0.33508721,-2.7600816,-3.3945227,-4.5567623,1824.2518,1966.1742,1415.2991
2008-08-12T20:03:53.548Z,0.33508721,-3.0090296,2.9154884,-1.9628552,1835.3869,1920.9851,1566.1391
2008-08-12T20:03:56.558Z,0.30594915,1.4221547,3.2232630,-10.967150,2004.4819,1966.1114,1643.1218
2008-08-12T20:03:59.568Z,0.30594915,2.4642475,2.1552768,-8.7059708,1844.0159,2060.9162,1626.8675
2008-08-12T20:04:02.579Z,0.33508717,2.0987404,20.077351,-2.9797249,1799.6975,1852.1509,1494.2247
2008-08-12T20:04:05.589Z,0.33508717,1.9300793,8.0384270,-4.7108547,1746.5812,1818.3739,1515.3757
2008-08-12T20:04:08.599Z,0.36422518,-0.52936231,12.053689,-3.2256657,1701.2052,1771.4282,1410.8402
2008-08-12T20:04:11.610Z,0.33508717,-9.2007152,-0.54712028,8.6776410,1931.8863,1938.0316,1503.4824
2008-08-12T20:04:14.620Z,0.30594912,-4.9595404,-8.8264009,0.83862147,1869.5353,2021.2784,1622.1516
2008-08-12T20:04:17.630Z,0.33508713,-1.1052333,-13.097145,-3.5516956,1844.5750,1837.3162,1564.4336
2008-08-12T20:04:20.640Z,0.27681110,6.7445623,-2.2212373,3.4001053,2073.2528,2179.3314,1859.8962
2008-08-12T20:04:23.651Z,0.33508713,4.2916397,-6.4297878,-2.5329588,1807.4377,1849.3891,1508.7975
2008-08-12T20:04:26.661Z,0.30594912,0.20325016,12.879209,-5.2593748,1931.4705,2009.9237,1618.7694
2008-08-12T20:04:29.671Z,0.33508713,4.3318273,8.4212053,-3.1867363,1909.7864,1847.0781,1473.5554
2008-08-12T20:04:32.682Z,0.33508709,-1.3968747,5.7910775,-2.0712067,1911.0177,1923.5587,1578.2249
2008-08-12T20:04:35.692Z,0.33508709,9.2427652,-8.4597830,-0.63005401,1848.5882,1910.9713,1510.1181
2008-08-12T20:04:38.702Z,0.30594908,10.712083,-5.9871873,-1.1513217,2052.0275,2097.7957,1747.2844
2008-08-12T20:04:41.712Z,0.27681107,-7.4269360,-21.095380,-12.965346,2121.3576,2356.2493,1835.0067
2008-08-12T20:04:44.723Z,0.27681107,-1.4524757,-0.33519058,-3.7605111,2298.9098,2249.6438,1810.8148
2008-08-12T20:04:47.733Z,0.30594908,0.12285411,0.0043088872,-8.5042677,1939.7384,2064.7928,1647.6488
2008-08-12T20:04:50.743Z,0.30594908,-1.2818561,8.6267658,-6.7209690,1997.2236,2004.6513,1602.1123
2008-08-12T20:04:53.754Z,0.33508705,14.439030,-6.3661311,-7.1092686,1921.7971,1963.1033,1591.0032
2008-08-12T20:04:56.764Z,0.36422505,2.3492984,8.0300452,-4.4715969,1715.9929,1650.6610,1407.6863
2008-08-12T20:04:59.774Z,0.33508705,3.2376771,-11.745537,7.6324715,1894.0133,1894.0751,1435.9846
2008-08-12T20:05:02.784Z,0.30594904,17.898929,3.5782096,-12.423217,2026.5933,1903.8129,1706.2411
2008-08-12T20:05:05.795Z,0.27681104,-12.722691,-1.1715730,-12.979470,2332.5639,2299.4842,1889.0945
2008-08-12T20:05:08.805Z,0.33508705,-10.451019,-9.6769019,-9.5375379,1876.7503,1775.6182,1546.0035
2008-08-12T20:05:11.815Z,0.36422501,-0.86478089,-15.857912,-5.7282550,1789.5005,1720.4011,1434.0533
2008-08-12T20:05:14.826Z,0.33508701,6.1200205,-22.116129,-3.7907867,1818.2703,1936.2815,1580.0675
2008-08-12T20:05:17.836Z,0.30594901,-3.7966036,-5.4787511,-16.887568,1971.8506,2027.6951,1684.3720
2008-08-12T20:05:20.846Z,0.33508701,-9.0344928,-7.5883339,-0.70444642,1870.9520,1869.8600,1504.2868
2008-08-12T20:05:23.856Z,0.33508701,-11.131345,-10.267892,2.2335447,1865.1809,1871.6283,1425.0923
2008-08-12T20:05:26.867Z,0.33508701,-10.583895,-13.176169,-11.710327,1938.0374,1878.0098,1549.0041
2008-08-12T20:05:29.877Z,0.27681101,-8.4049211,-12.083002,11.489481,2416.7191,2239.8827,1866.3498
2008-08-12T20:05:32.887Z,0.30594901,-13.088534,-15.231430,-11.049476,1952.0820,2065.0330,1632.1430
2008-08-12T20:05:35.898Z,0.30594901,-2.3620105,-3.0111505,-2.8486327,1983.5511,2195.4429,1723.7422
2008-08-12T20:05:38.908Z,0.30594901,-20.287631,-15.987298,4.8471238,2058.6668,2000.7858,1639.3837
2008-08-12T20:05:41.918Z,0.30594901,-22.625706,-8.2329270,-5.9613246,1980.9266,2031.3282,1613.4459
2008-08-12T20:05:44.928Z,0.30594901,-7.7907221,-2.3523227,-2.2932093,2052.7786,2066.5189,1693.0885
2008-08-12T20:05:47.939Z,0.30594901,-3.6829600,5.6800792,-4.3435408,1938.3289,1891.6209,1559.9517
2008-08-12T20:05:50.949Z,0.30594901,-4.7044663,-15.318976,-2.3052160,2008.7826,2043.4987,1738.5959
2008-08-12T20:05:53.959Z,0.30594901,-12.126643,-1.1252921,4.5967569,2099.2313,2050.9155,1634.9417
2008-08-12T20:05:56.970Z,0.33508701,1.0288656,-3.8278864,5.5722983,1903.2073,1902.3852,1566.1458
2008-08-12T20:05:59.980Z,0.33508701,-15.859828,-7.5896579,-7.4927748,1931.2481,1803.7588,1515.2913
2008-08-12T20:06:02.990Z,0.30594901,-0.32819593,9.4707803,3.4528768,2084.4992,2032.7175,1595.9986
2008-08-12T20:06:06.000Z,0.30594901,-11.667911,9.3092836,10.392160,2015.8867,2055.1345,1675.6756
2008-08-12T20:06:09.011Z,0.30594901,-14.717992,-8.2081239,-3.4776674,1961.1459,2131.9424,1679.6063
2008-08-12T20:06:12.021Z,0.30594901,-8.3113796,-8.2223972,-6.9921158,1919.3906,2090.0190,1640.2305
2008-08-12T20:06:15.031Z,0.33508701,-2.3568575,-1.4601700,-2.2213188,1872.9238,1964.9425,1555.5353
2008-08-12T20:06:18.042Z,0.30594901,-7.0702285,-6.6843812,-3.5296217,2018.8264,2040.4092,1677.1914
2008-08-12T20:06:21.052Z,0.30594901,-0.59149883,-6.2445218,-2.4216973,2025.9301,2179.2707,1722.2775
2008-08-12T20:06:24.062Z,0.33508701,-5.6635987,3.4122538,-6.1941596,1995.1644,2059.2383,1625.0082
2008-08-12T20:06:27.072Z,0.27681104,-18.408574,3.5323908,-2.0481094,2300.4612,2290.8869,1983.9540
2008-08-12T20:06:30.083Z,0.30594904,8.3594940,-7.7375028,3.3447826,2086.2644,2129.0365,1699.3981
2008-08-12T20:06:33.093Z,0.27681104,3.7777806,0.72722542,1.7707072,2263.1181,2154.2551,1833.7627
2008-08-12T20:06:36.103Z,0.33508705,3.2983094,-4.2213012,0.46225325,1973.1707,1917.5677,1640.8313
2008-08-12T20:06:39.114Z,0.30594904,6.9589841,-8.2824104,-0.90966961,2123.8655,2206.3066,1740.2951
2008-08-12T20:06:42.124Z,0.30594904,9.4495276,2.3604545,-14.120385,2014.1553,1983.4683,1757.6914
2008-08-12T20:06:45.134Z,0.27681104,7.0157322,-1.2265329,2.0561455,2272.9671,2331.5164,1905.6035
2008-08-12T20:06:48.144Z,0.30594904,5.3788657,1.5188342,-10.599718,2057.7445,2036.9585,1691.8546
2008-08-12T20:06:51.155Z,0.33508705,-1.7918428,0.088438302,-9.5908575,2043.7989,2034.5496,1666.4351
2008-08-12T20:06:54.165Z,0.30594904,17.133782,-1.0514031,-8.7633575,2020.0834,2090.7663,1666.4678
2008-08-12T20:06:57.175Z,0.30594904,3.2373772,-8.1356430,-5.3224749,2009.0531,2136.4409,1717.2387
2008-08-12T20:07:00.186Z,0.30594904,23.671771,2.8347541,7.2756051,1968.1315,2022.4744,1603.8105
2008-08-12T20:07:03.196Z,0.33508705,-2.6293004,4.0990182,5.9189014,1909.4931,1938.8593,1531.7984
2008-08-12T20:07:06.206Z,0.30594904,11.918806,17.387383,9.4541341,2137.5591,2155.6292,1690.8727
2008-08-12T20:07:09.216Z,0.30594904,16.869262,2.9712683,3.1502542,2105.3300,2119.4358,1687.8766
2008-08-12T20:07:12.227Z,0.27681104,-1.7268925,-1.4749310,-4.4776804,2359.7381,2335.9169,1869.1693
2008-08-12T20:07:15.237Z,0.30594904,10.151909,3.9188416,-1.7190115,2012.5122,2057.0126,1663.4953
2008-08-12T20:07:18.247Z,0.33508705,14.834052,-2.3703354,3.0431172,1774.6047,2014.2492,1568.8637
2008-08-12T20:07:21.258Z,0.33508705,10.358969,5.0089104,2.3454609,1931.2435,1915.5615,1510.1059
2008-08-12T20:07:24.268Z,0.30594904,17.826014,-2.0677106,0.70933506,2061.7754,2013.8917,1680.2645
2008-08-12T20:07:27.278Z,0.27681104,-0.47530693,-4.9040628,3.7725278,2539.9098,2327.1247,1965.2283
2008-08-12T20:07:30.288Z,0.30594904,-3.1876372,-3.4525523,2.0698509,2162.4203,2134.1269,1677.7075
2008-08-12T20:07:33.299Z,0.30594904,14.551932,-4.7888513,4.1831695,1995.3117,2078.2890,1682.4416
2008-08-12T20:07:36.309Z,0.30594904,7.2901974,-0.71313779,-1.1549872,2136.0836,2246.9485,1748.9009
2008-08-12T20:07:39.319Z,0.27681104,-0.91236385,-15.917512,8.3085469,2203.8522,2432.1861,1858.7866
2008-08-12T20:07:42.330Z,0.33508705,1.9380163,9.2795261,1.6592417,1915.6947,1958.6362,1507.8644
2008-08-12T20:07:45.340Z,0.27681104,-1.2998385,-5.4540031,10.379216,2301.3611,2299.8059,1836.7207
2008-08-12T20:07:48.350Z,0.30594904,0.16947244,-13.664758,3.0195817,2121.6063,2083.3766,1676.1271
2008-08-12T20:07:51.360Z,0.30594904,3.1950521,-0.69914130,-5.3997179,2116.2344,2168.8287,1705.9532
2008-08-12T20:07:54.371Z,0.30594904,-2.5796166,-0.58085646,8.6294111,2099.8583,2089.9003,1666.5716
2008-08-12T20:07:57.381Z,0.30594904,5.2203730,18.851350,6.8268979,2117.4073,2095.4713,1765.7315
2008-08-12T20:08:00.391Z,0.27681104,-11.204087,19.460024,-15.180844,2393.9894,2339.3284,1919.9686
2008-08-12T20:08:03.402Z,0.30594904,-3.0518730,18.767312,-3.3791009,2013.2118,1939.0417,1678.8598
2008-08-12T20:08:06.412Z,0.30594904,10.312088,20.445695,3.4198175,2138.8497,2158.9141,1710.1379
2008-08-12T20:08:09.422Z,0.30594904,-21.822715,16.619533,3.5887458,2015.4881,1990.8378,1659.3485
2008-08-12T20:08:12.432Z,0.30594904,3.9351002,21.581036,6.2302854,1946.2951,2012.9826,1644.0843
2008-08-12T20:08:15.443Z,0.33508705,-7.2820536,21.448889,3.8371421,1912.3802,1838.1039,1509.1465
2008-08-12T20:08:18.453Z,0.33508705,-13.106304,14.412920,1.4779388,1916.4896,1954.1660,1576.5258
2008-08-12T20:08:21.463Z,0.30594904,-11.396004,20.272723,3.5615549,2021.4193,2015.1045,1663.1105
2008-08-12T20:08:24.474Z,0.30594904,-18.376494,12.453568,-8.0756510,2179.5396,2267.3068,1744.4335
2008-08-12T20:08:27.484Z,0.30594904,-9.5879527,7.6044001,0.44965672,2112.8545,2095.0188,1694.3863
2008-08-12T20:08:30.494Z,0.30594904,-0.094618775,18.661347,-1.2100223,2106.3719,2028.7331,1644.5409
2008-08-12T20:08:33.504Z,0.33508709,-9.1476627,5.6955361,-2.6253247,1799.6094,1910.4352,1474.4665
2008-08-12T20:08:36.515Z,0.33508709,-5.0940860,9.7553159,5.7930651,1846.1282,1878.7714,1494.5627
2008-08-12T20:08:39.525Z,0.27681107,-4.1854194,5.1999862,1.1765589,2199.9911,2317.7448,1855.8602
2008-08-12T20:08:42.535Z,0.30594908,0.95372998,5.0837308,-0.19012780,2053.0850,2084.4398,1628.1775
2008-08-12T20:08:45.546Z,0.30594908,-12.087022,13.990709,0.20007067,2064.1993,2141.4669,1751.1822
2008-08-12T20:08:48.556Z,0.33508709,14.154560,13.826875,0.61352004,1872.8040,1817.5830,1533.3341
2008-08-12T20:08:51.566Z,0.27681107,1.9917241,8.2004497,-10.413062,2249.0163,2210.3678,1883.0947
2008-08-12T20:08:54.576Z,0.33508709,12.784425,6.5262680,-2.0678316,1908.9873,2018.9572,1572.3399
2008-08-12T20:08:57.587Z,0.30594908,10.796257,13.202393,1.0044148,1912.0660,1907.1084,1616.7926
2008-08-12T20:09:00.597Z,0.33508709,11.888285,18.067638,-3.4826199,1858.6389,1949.6299,1614.3195
2008-08-12T20:09:03.607Z,0.33508709,6.3923036,13.536856,-6.6255918,1994.3806,1979.2857,1585.2750
2008-08-12T20:09:06.618Z,0.33508709,20.443234,10.350369,-7.3291876,1944.2204,1797.0873,1548.3567
2008-08-12T20:09:09.628Z,0.30594908,13.169156,2.6706488,0.036299182,1821.3952,2104.3019,1676.8143
2008-08-12T20:09:12.638Z,0.36422509,12.044686,17.159795,-1.8362469,1700.6024,1823.6936,1397.8045
2008-08-12T20:09:15.648Z,0.33508709,11.695796,16.403489,-12.975014,1755.8430,1873.2947,1573.4122
2008-08-12T20:09:18.659Z,0.33508709,8.1738071,6.8413429,-3.3118601,1944.6286,1888.5974,1495.2278
2008-08-12T20:09:21.669Z,0.36422509,5.8141839,8.5157343,-2.6536692,1759.6544,1745.9429,1475.5374
2008-08-12T20:09:24.679Z,0.33508709,13.633130,7.8823061,-7.7223182,1897.9983,2057.5355,1648.7808
2008-08-12T20:09:27.690Z,0.33508709,0.032209500,13.385276,-0.89101569,2032.0228,1930.6340,1586.7966
2008-08-12T20:09:30.700Z,0.30594908,12.470489,13.324703,0.94083960,1951.1013,2235.1042,1729.5664
2008-08-12T20:09:33.710Z,0.33508709,2.8509995,4.5859731,-7.1941314,1947.3905,1860.4295,1553.6872
2008-08-12T20:09:36.720Z,0.30594908,8.6655543,19.922928,-7.6818410,2081.3980,1999.5623,1684.0837
2008-08-12T20:09:39.731Z,0.27681107,15.956868,14.617601,0.15044558,2391.1967,2168.5390,1850.3715
2008-08-12T20:09:42.741Z,0.33508709,7.7514038,10.399890,-5.2796868,1964.7494,1953.5087,1629.4481
2008-08-12T20:09:45.751Z,0.33508709,7.6984244,8.1620053,3.4277260,1865.2918,1744.9243,1511.1241
2008-08-12T20:09:48.762Z,0.30594908,18.244565,-1.5828168,7.1718001,2046.6302,2046.1542,1706.4065
2008-08-12T20:09:51.772Z,0.27681107,9.2473731,6.7366520,-2.5923093,2316.8587,2230.4429,1818.8659
2008-08-12T20:09:54.782Z,0.30594908,20.468911,13.886360,1.2974794,1928.5532,2167.7250,1613.7652
2008-08-12T20:09:57.792Z,0.27681107,0.29486992,10.722495,-10.744207,2396.5591,2508.2862,1890.8682
2008-08-12T20:10:00.803Z,0.33508709,5.2987434,4.2788851,-3.6289103,2044.5346,1939.5028,1626.0876
2008-08-12T20:10:03.813Z,0.33508709,-6.9037092,0.97685182,-2.9028804,2005.8747,1876.3222,1495.5325
2008-08-12T20:10:06.823Z,0.27681107,6.6978842,-7.3363582,3.4864231,2353.1560,2387.9631,1812.3633
2008-08-12T20:10:09.834Z,0.30594908,3.7443477,7.1416795,-2.4063224,2181.8326,2239.8401,1775.1814
2008-08-12T20:10:12.844Z,0.27681107,2.8356990,0.96511112,11.688797,2267.8879,2307.2685,1831.8918
2008-08-12T20:10:15.854Z,0.24767306,11.428162,3.9690312,-10.043873,2614.3742,2304.7958,1989.2838
2008-08-12T20:10:18.864Z,0.30594908,-0.60378418,2.1704046,5.8645676,2018.7801,2026.1294,1664.8465
